admin_1,FUEL_TYPE,CUSTOM_NODE,START_YEAR,END_YEAR,CAPACITY
ID-AC,OIL,IDNAC,1997,2027,12.6
ID-AC,OIL,IDNAC,1984,2014,31.85
ID-KS,OIL,IDNKS,1972,2002,2.2
ID-KS,OIL,IDNKS,1982,2012,11.52
ID-KS,OIL,IDNKS,1993,2023,13.24
ID-KS,OIL,IDNKS,1987,2017,3
ID-KS,OIL,IDNKS,1987,2017,3
ID-KS,OIL,IDNKS,1994,2024,2.5
ID-KS,OIL,IDNKS,1994,2024,2.5
ID-SU,PET,IDNSU,1984,2014,65
ID-SU,PET,IDNSU,1984,2014,65
ID-SU,PET,IDNSU,1984,2014,65
ID-SU,PET,IDNSU,1984,2014,65
ID-SU,OCG,IDNSU,1988,2018,117.5
ID-SU,CCG,IDNSU,1992,2022,128.8
ID-SU,CCG,IDNSU,1993,2023,130
ID-SU,CCG,IDNSU,1994,2024,130
ID-JK,OIL,IDNJK,1976,2006,22.9
ID-NB,OIL,IDNNB,1987,2017,3
ID-SA,OIL,IDNSA,1981,2011,11.52
Sulawesi,OIL,,1986,2016,6
ID-SS,COA,IDNSS,1989,2019,65
ID-SS,COA,IDNSS,1987,2017,65
ID-SS,COA,IDNSS,1994,2024,65
ID-SS,COA,IDNSS,1994,2024,65
ID-SS,OIL,IDNSS,1982,2012,6.3
ID-SS,OIL,IDNSS,1982,2012,6.3
ID-SS,OIL,IDNSS,1982,2012,6.3
ID-SS,OIL,IDNSS,1982,2012,6.3
ID-SS,OIL,IDNSS,1984,2014,6.3
ID-SS,OIL,IDNSS,1984,2014,6.3
ID-SS,OIL,IDNSS,1984,2014,6.3
ID-SS,OIL,IDNSS,1984,2014,6.3
ID-SB,OIL,IDNSB,1976,2006,1.55
ID-SB,OIL,IDNSB,1976,2006,2.1
ID-SB,OIL,IDNSB,1972,2002,1.1
ID-JT,OCG,IDNJT,1976,2006,20.03
ID-JT,OCG,IDNJT,1976,2006,20.03
ID-RI,BIO,IDNRI,2000,2045,10.828
ID-RI,OIL,IDNRI,1970,2000,10.5
ID-RI,OIL,IDNRI,1986,2016,1.8
ID-JI,CCG,IDNJI,1995,2025,100.75
ID-JI,CCG,IDNJI,1996,2026,100.75
ID-JI,CCG,IDNJI,1996,2026,100.75
ID-JI,PET,IDNJI,2002,2032,101
ID-JI,PET,IDNJI,2002,2032,101
ID-JI,PET,IDNJI,2002,2032,101
ID-JI,CCG,IDNJI,2019,2049,185
ID-JI,CCG,IDNJI,2019,2049,185
ID-JI,OIL,IDNJI,1981,2011,100
ID-JI,OIL,IDNJI,1981,2011,100
ID-JI,OIL,IDNJI,1987,2017,200
ID-JI,OIL,IDNJI,1987,2017,200
ID-JI,OIL,IDNJI,1985,2015,20
ID-JI,OIL,IDNJI,1985,2015,20
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1992,2022,112
ID-JI,CCG,IDNJI,1993,2023,112
ID-JA,OIL,IDNJA,1992,2022,36.4
ID-JA,OIL,IDNJA,1981,2011,5
ID-JA,OIL,IDNJA,1982,2012,2.5
ID-JB,OIL,IDNJB,1981,2011,1.29
ID-JB,COA,IDNJB,2004,2034,10.8
ID-JB,COA,IDNJB,2004,2034,10.8
ID-JB,COA,IDNJB,2010,2040,15
Kalimantan,OIL,,1988,2018,6.72
Kalimantan,OIL,,1988,2018,6.72
ID-JI,OIL,IDNJI,1981,2011,0.72
ID-SG,OIL,IDNSG,1983,2013,1.05
ID-SG,OIL,IDNSG,1996,2026,5
ID-SG,OIL,IDNSG,1998,2028,5.6
ID-SG,COA,IDNSG,2012,2042,10
ID-SG,COA,IDNSG,2013,2043,10
ID-SG,OIL,IDNSG,2017,2047,57
ID-ST,OIL,IDNST,1988,2018,5.76
ID-NT,OIL,IDNNT,1986,2016,10.828
ID-NT,OIL,IDNNT,1981,2011,2.5
ID-NT,OIL,IDNNT,1982,2012,5
ID-NT,OIL,IDNNT,2019,2049,48
ID-NT,OIL,IDNNT,1993,2023,0.56
ID-AC,OIL,IDNAC,1986,2016,32.5
ID-AC,OCG,IDNAC,2015,2045,184
ID-SU,OIL,IDNSU,1976,2006,24.85
ID-SA,OIL,IDNSA,1979,2009,5
ID-SA,OIL,IDNSA,1997,2027,11
ID-JK,OIL,IDNJK,1977,2007,200
ID-JK,OIL,IDNJK,1977,2007,200
ID-JK,CCG,IDNJK,1992,2022,100
ID-JK,CCG,IDNJK,1992,2022,100
ID-JK,CCG,IDNJK,1992,2022,100
ID-JK,OIL,IDNJK,1992,2022,2.3
ID-JK,CCG,IDNJK,2011,2041,240
ID-JK,CCG,IDNJK,2011,2041,240
ID-JK,CCG,IDNJK,2020,2050,500
ID-JB,CCG,IDNJB,1997,2027,145
ID-JB,CCG,IDNJB,1997,2027,145
ID-JB,CCG,IDNJB,1997,2027,145
ID-JB,OCG,IDNJB,1997,2027,145
ID-JB,OCG,IDNJB,1997,2027,145
ID-JB,OCG,IDNJB,2004,2034,150
ID-JB,OCG,IDNJB,2004,2034,150
ID-JB,OCG,IDNJB,2004,2034,150
ID-JB,OCG,IDNJB,2004,2034,150
ID-JB,OCG,IDNJB,2004,2034,150
ID-JB,OCG,IDNJB,2004,2034,150
ID-JB,CCG,IDNJB,2011,2041,180
ID-SB,COA,IDNSB,1996,2026,100
ID-SB,COA,IDNSB,1997,2027,100
ID-SB,OIL,IDNSB,1993,2023,30
ID-SB,OIL,IDNSB,1993,2023,30
ID-SB,OIL,IDNSB,1984,2014,25.3
ID-SB,OIL,IDNSB,1984,2014,25.3
ID-JI,COA,IDNJI,1994,2024,400
ID-JI,COA,IDNJI,1993,2023,400
ID-JI,COA,IDNJI,2012,2042,660
ID-JI,COA,IDNJI,1999,2029,615
ID-JI,COA,IDNJI,1999,2029,615
ID-JI,COA,IDNJI,2000,2030,660
ID-JI,COA,IDNJI,2000,2030,660
ID-JI,COA,IDNJI,2012,2042,825
ID-KT,OIL,IDNKT,1983,2013,1.05
ID-SS,OCG,IDNSS,1966,1996,12.5
ID-SS,OCG,IDNSS,1966,1996,12.5
ID-SS,OCG,IDNSS,1984,2014,18
ID-SS,OCG,IDNSS,1984,2014,18
ID-SS,OCG,IDNSS,1984,2014,18
ID-SS,CCG,IDNSS,2014,2044,25
ID-SS,CCG,IDNSS,2014,2044,25
ID-ST,OIL,IDNST,1991,2021,15.2
ID-ST,OIL,IDNST,1997,2027,11
ID-ST,OIL,IDNST,1993,2023,15.2
ID-KT,OIL,IDNKT,1995,2025,5.4
ID-KT,OIL,IDNKT,2004,2034,5.76
ID-BB,OIL,IDNBB,1986,2016,5.414
ID-BB,OIL,IDNBB,1986,2016,5.414
ID-BB,OIL,IDNBB,1982,2012,2.5
ID-JB,OIL,IDNJB,1995,2025,2.8
ID-SN,OIL,IDNSN,1983,2013,2.1
ID-KB,OIL,IDNKB,1972,2002,2.2
ID-KB,OIL,IDNKB,1985,2015,13.24
ID-KB,OIL,IDNKB,1984,2014,15.84
ID-KB,OCG,IDNKB,1998,2028,38
ID-KB,OIL,IDNKB,2005,2035,15.36
ID-JK,OIL,IDNJK,1976,2006,30.65
ID-JK,OIL,IDNJK,1976,2006,30.65
ID-JK,OIL,IDNJK,1976,2006,25.6
ID-JK,OIL,IDNJK,1976,2006,25.6
ID-JK,OIL,IDNJK,1977,2007,23.75
ID-JK,OIL,IDNJK,1986,2016,5.736
ID-JT,OIL,IDNJT,1981,2011,0.675
ID-KI,OIL,IDNKI,1986,2016,16.24
ID-KI,OIL,IDNKI,1989,2019,11.52
ID-KT,OIL,IDNKT,1987,2017,3
ID-KT,OIL,IDNKT,1991,2021,3
ID-KT,OIL,IDNKT,1991,2021,3
ID-KT,OIL,IDNKT,1991,2021,3
ID-KT,OIL,IDNKT,1998,2028,2.8
ID-KT,OIL,IDNKT,1998,2028,2.8
ID-AC,OIL,IDNAC,1987,2017,3
ID-BA,OIL,IDNBA,1983,2013,1.05
ID-JT,OIL,IDNJT,1972,2002,1.1
ID-JT,OIL,IDNJT,1972,2002,1.1
ID-JI,OIL,IDNJI,1981,2011,0.585
ID-NB,OIL,IDNNB,1987,2017,3
ID-NB,OIL,IDNNB,1999,2029,3
ID-NB,OIL,IDNNB,1999,2029,3
ID-JA,OIL,IDNJA,1986,2016,2.2
ID-JI,OIL,IDNJI,1964,1994,25
ID-JI,OIL,IDNJI,1964,1994,25
ID-JI,OIL,IDNJI,1981,2011,50
ID-JI,OIL,IDNJI,1981,2011,50
ID-JI,OIL,IDNJI,1975,2005,30.65
ID-JI,OIL,IDNJI,1986,2016,1.29
ID-JI,OIL,IDNJI,1986,2016,1.29
ID-BT,COA,IDNBT,2011,2041,625
ID-BT,COA,IDNBT,1984,2014,400
ID-BT,COA,IDNBT,1985,2015,400
ID-BT,COA,IDNBT,1988,2018,400
ID-BT,COA,IDNBT,1989,2019,400
ID-BT,COA,IDNBT,1996,2026,600
ID-BT,COA,IDNBT,1997,2027,600
ID-BT,COA,IDNBT,1997,2027,600
ID-BT,OIL,IDNBT,1995,2025,20
ID-BT,OIL,IDNBT,1995,2025,20
ID-BT,COA,IDNBT,2011,2041,625
ID-JT,OIL,IDNJT,1970,2000,50
ID-JT,OIL,IDNJT,1983,2013,200
ID-JT,CCG,IDNJT,1995,2025,109.65
ID-JT,CCG,IDNJT,1995,2025,109.65
ID-JT,CCG,IDNJT,1995,2025,109.65
ID-JT,CCG,IDNJT,1996,2026,109.65
ID-JT,CCG,IDNJT,1996,2026,109.65
ID-JT,CCG,IDNJT,1996,2026,109.65
ID-NB,OIL,IDNNB,1982,2012,13.24
ID-NB,OIL,IDNNB,1992,2022,15.2
ID-NB,OIL,IDNNB,1993,2023,15.2
ID-JK,OIL,IDNJK,1977,2007,26
ID-JK,OIL,IDNJK,1977,2007,26
ID-JK,CCG,IDNJK,1993,2023,130
ID-JK,CCG,IDNJK,1993,2023,130
ID-JK,CCG,IDNJK,1993,2023,130
ID-JK,CCG,IDNJK,1993,2023,130
ID-JK,CCG,IDNJK,1993,2023,130
ID-JK,CCG,IDNJK,1993,2023,130
ID-JK,CCG,IDNJK,2012,2042,240
ID-JK,CCG,IDNJK,2012,2042,240
ID-JK,CCG,IDNJK,2018,2048,300
ID-JK,CCG,IDNJK,2018,2048,300
ID-SS,OIL,IDNSS,1982,2012,13.24
ID-SS,OIL,IDNSS,1984,2014,6.62
ID-SS,OIL,IDNSS,1992,2022,9.4
ID-SS,OIL,IDNSS,1998,2028,5.6
ID-SS,OIL,IDNSS,1985,2015,6.62
ID-SS,OIL,IDNSS,1986,2016,13.24
ID-JB,OIL,IDNJB,1976,2006,2.3
ID-JB,OIL,IDNJB,1976,2006,2.3
ID-LA,OIL,IDNLA,1991,2021,28.2
ID-JI,OIL,IDNJI,1981,2011,0.675
ID-SN,OIL,IDNSN,1966,1996,12.5
ID-SN,OIL,IDNSN,1966,1996,12.5
ID-SN,OIL,IDNSN,1984,2014,12.95
ID-SN,OIL,IDNSN,1984,2014,12.95
ID-SN,OIL,IDNSN,1984,2014,25.3
ID-SN,OIL,IDNSN,1985,2015,25.3
ID-SN,OIL,IDNSN,1997,2027,38.3
ID-SN,OIL,IDNSN,1997,2027,38.3
ID-JK,OIL,IDNJK,1994,2024,5.5
ID-JK,OIL,IDNJK,1994,2024,5.5
ID-JK,OIL,IDNJK,1994,2024,5.5
ID-PB,OIL,IDNPB,1981,2011,0.96
ID-PB,OIL,IDNPB,1981,2011,0.96
ID-PB,OIL,IDNPB,1981,2011,0.96
ID-PB,OIL,IDNPB,1981,2011,0.8
ID-JB,OIL,IDNJB,1971,2001,3
ID-JB,OIL,IDNJB,1971,2001,0.113
ID-JB,OIL,IDNJB,1973,2003,1
ID-JB,OIL,IDNJB,1973,2003,1.1
ID-JB,OIL,IDNJB,1981,2011,1.1
ID-JB,OIL,IDNJB,1988,2018,2
ID-JB,OIL,IDNJB,1990,2020,2
ID-JB,OIL,IDNJB,1995,2025,2
ID-SS,OCG,IDNSS,1975,2005,15
ID-SS,OCG,IDNSS,1978,2008,15
ID-SS,OCG,IDNSS,1979,2009,19.4
ID-SS,OCG,IDNSS,1993,2023,26.3
ID-RI,BIO,IDNRI,1994,2039,53.8
ID-RI,BIO,IDNRI,1994,2039,53.8
ID-RI,BIO,IDNRI,1994,2039,27.5
ID-RI,BIO,IDNRI,1994,2039,100
ID-RI,BIO,IDNRI,1998,2043,100
ID-RI,OIL,IDNRI,1986,2016,13.8
ID-RI,BIO,IDNRI,2008,2053,112
ID-JT,OIL,IDNJT,1991,2021,6.4
ID-JB,OIL,IDNJB,1979,2009,0.18
ID-JB,OIL,IDNJB,1979,2009,0.18
ID-JB,OIL,IDNJB,1993,2023,0.45
ID-JB,OIL,IDNJB,1993,2023,0.45
ID-JB,OIL,IDNJB,1993,2023,0.45
ID-KB,OIL,IDNKB,1980,2010,1.8
ID-JK,OIL,IDNJK,1973,2003,2.4
ID-JK,OIL,IDNJK,1976,2006,2.7
ID-JK,OIL,IDNJK,1979,2009,2.7
ID-JK,OIL,IDNJK,1980,2010,2.7
ID-JK,OIL,IDNJK,1984,2014,6.3
ID-JK,OIL,IDNJK,1979,2009,0.96
ID-JK,OIL,IDNJK,1979,2009,1.3
ID-JK,OIL,IDNJK,1971,2001,2
ID-JK,OIL,IDNJK,1971,2001,2
ID-JK,OIL,IDNJK,1973,2003,2
ID-JK,OIL,IDNJK,1974,2004,2
ID-SS,OIL,IDNSS,1982,2012,0.6
ID-SS,OIL,IDNSS,1982,2012,0.6
ID-AC,OIL,IDNAC,1983,2013,31
ID-AC,OIL,IDNAC,1983,2013,0.36
ID-AC,COA,IDNAC,2009,2039,16.5
ID-AC,COA,IDNAC,2009,2039,16.5
ID-JT,OIL,IDNJT,1975,2005,23
ID-JT,OIL,IDNJT,1976,2006,3.3
ID-SU,OIL,IDNSU,1973,2003,0.45
ID-BT,OIL,IDNBT,1973,2003,0.66
ID-BT,OIL,IDNBT,1973,2003,0.9
ID-BT,OIL,IDNBT,1973,2003,0.9
ID-RI,OIL,IDNRI,1985,2015,9
ID-RI,OIL,IDNRI,1993,2023,1.8
ID-JI,OIL,IDNJI,1977,2007,0.96
ID-KS,OIL,IDNKS,1982,2012,1.8
ID-JK,OIL,IDNJK,1978,2008,0.96
ID-KS,OIL,IDNKS,1996,2026,0.735
ID-KS,OIL,IDNKS,1996,2026,0.735
ID-KS,OIL,IDNKS,1996,2026,0.735
ID-KS,COA,IDNKS,2010,2040,6
ID-KS,COA,IDNKS,2015,2045,10
ID-KS,COA,IDNKS,2015,2045,10
ID-BT,OIL,IDNBT,1975,2005,3
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-KB,OIL,IDNKB,1980,2010,0.9
ID-SU,OIL,IDNSU,1979,2009,2.7
ID-SU,OIL,IDNSU,1981,2011,1.8
ID-SU,OIL,IDNSU,1982,2012,2.7
ID-SU,OIL,IDNSU,1988,2018,0.9
Sumatra,OIL,,1986,2016,0.9
ID-JB,OIL,IDNJB,1973,2003,0.27
ID-JB,OIL,IDNJB,1973,2003,0.27
ID-BT,OIL,IDNBT,1991,2021,3.2
ID-BT,OIL,IDNBT,1993,2023,3.2
ID-JK,OIL,IDNJK,1992,2022,1.35
ID-JK,OIL,IDNJK,1992,2022,1.35
ID-JK,OIL,IDNJK,1992,2022,1.35
ID-JI,OIL,IDNJI,1993,2023,1.68
ID-BT,OIL,IDNBT,1992,2022,16.4
ID-BT,OIL,IDNBT,1995,2025,18.6
ID-BT,OIL,IDNBT,1976,2006,0.35
ID-BT,OIL,IDNBT,1977,2007,0.7
ID-JB,OIL,IDNJB,1992,2022,5.88
ID-JB,OIL,IDNJB,1992,2022,5.88
ID-BB,OIL,IDNBB,1975,2005,2.21
ID-BB,OIL,IDNBB,1975,2005,2.2
ID-BB,OIL,IDNBB,1987,2017,3
ID-BB,OIL,IDNBB,1980,2010,2.576
ID-BB,OIL,IDNBB,1978,2008,1.325
ID-BB,OIL,IDNBB,1978,2008,1.325
ID-BB,OIL,IDNBB,1979,2009,1.1
ID-BB,OIL,IDNBB,1979,2009,1.1
ID-KS,OIL,IDNKS,1981,2011,3.6
ID-JB,OIL,IDNJB,1991,2021,20
ID-JB,OIL,IDNJB,1991,2021,20
ID-BT,OIL,IDNBT,1974,2004,0.5
ID-BT,OIL,IDNBT,1975,2005,7.2
ID-BT,OIL,IDNBT,1975,2005,7.2
ID-BT,OIL,IDNBT,1975,2005,7.2
ID-BT,OIL,IDNBT,1991,2021,6.4
ID-BT,OIL,IDNBT,1991,2021,6.4
ID-BT,OIL,IDNBT,1993,2023,5
ID-BT,OIL,IDNBT,1996,2026,5
ID-BT,OIL,IDNBT,1996,2026,5
ID-BT,OIL,IDNBT,1996,2026,5
ID-RI,OIL,IDNRI,1980,2010,1
ID-JT,OIL,IDNJT,1986,2016,8
ID-JK,OIL,IDNJK,1973,2003,0.675
ID-JK,OIL,IDNJK,1973,2003,0.675
ID-JK,OIL,IDNJK,1973,2003,0.675
ID-JK,OIL,IDNJK,1983,2013,1.35
ID-JK,OIL,IDNJK,1983,2013,1.35
ID-JK,OIL,IDNJK,1983,2013,1.35
ID-JK,OIL,IDNJK,1971,2001,4
ID-JK,OIL,IDNJK,1980,2010,7.08
ID-JT,OIL,IDNJT,1974,2004,3.2
ID-JI,OIL,IDNJI,1993,2023,0.9
ID-JI,OIL,IDNJI,1993,2023,0.9
ID-JB,OIL,IDNJB,1973,2003,1.5
ID-JB,OIL,IDNJB,1973,2003,1.5
ID-JB,OIL,IDNJB,1973,2003,1.5
ID-JB,OIL,IDNJB,1991,2021,1.4
ID-JB,OIL,IDNJB,1991,2021,1.4
ID-JK,OIL,IDNJK,1971,2001,1
ID-JK,OIL,IDNJK,1971,2001,1
ID-JK,OIL,IDNJK,1974,2004,2.8
ID-JK,OIL,IDNJK,1975,2005,2.8
ID-JK,OIL,IDNJK,1975,2005,2.2
ID-JK,OIL,IDNJK,1977,2007,2.8
ID-JK,OIL,IDNJK,1991,2021,5
ID-JK,OIL,IDNJK,1991,2021,5
ID-JK,OIL,IDNJK,1993,2023,5
ID-JK,OIL,IDNJK,1995,2025,5
ID-JK,OIL,IDNJK,1977,2007,34
ID-JK,OIL,IDNJK,1977,2007,34
ID-JK,OIL,IDNJK,1977,2007,34
ID-JK,OIL,IDNJK,1991,2021,2
ID-JK,OIL,IDNJK,1991,2021,2
ID-JK,OIL,IDNJK,1992,2022,1.2
ID-JK,OIL,IDNJK,1986,2016,7.8
ID-JT,OIL,IDNJT,1977,2007,0.9
ID-KS,OIL,IDNKS,1984,2014,2.65
ID-KS,OIL,IDNKS,1984,2014,2.65
ID-KS,OIL,IDNKS,1995,2025,1.4
ID-JB,OIL,IDNJB,1972,2002,2.04
ID-JB,OIL,IDNJB,1991,2021,1.4
ID-SU,OIL,IDNSU,1975,2005,0.35
ID-JK,OIL,IDNJK,1973,2003,0.88
ID-JK,OIL,IDNJK,1973,2003,2.4
ID-JK,OIL,IDNJK,1980,2010,0.96
ID-JK,OIL,IDNJK,1986,2016,1.1
ID-JK,OIL,IDNJK,1996,2026,2.64
ID-JK,OIL,IDNJK,1994,2024,1.02
ID-JB,OIL,IDNJB,1971,2001,0.24
ID-JB,OIL,IDNJB,1971,2001,1
ID-JB,OIL,IDNJB,1971,2001,1
ID-JB,OIL,IDNJB,1972,2002,1
ID-JB,OIL,IDNJB,1972,2002,1
ID-JB,OIL,IDNJB,1982,2012,1
ID-JB,OIL,IDNJB,1991,2021,1.5
ID-JB,OIL,IDNJB,1993,2023,1.5
ID-JB,OIL,IDNJB,1981,2011,1.5
ID-JK,OIL,IDNJK,1992,2022,4.4
ID-JK,OIL,IDNJK,1992,2022,4.8
ID-JB,OCG,IDNJB,1996,2026,14.6
ID-JB,OCG,IDNJB,1996,2026,14.6
ID-JB,OCG,IDNJB,1996,2026,14.6
ID-JB,OCG,IDNJB,1996,2026,14.6
ID-JB,OCG,IDNJB,1997,2027,25
ID-JB,OCG,IDNJB,1997,2027,25
ID-JB,OIL,IDNJB,1972,2002,0.225
ID-JB,OIL,IDNJB,1973,2003,0.25
ID-JK,OIL,IDNJK,1974,2004,2.025
ID-JK,OIL,IDNJK,1981,2011,0.675
ID-BT,OIL,IDNBT,1976,2006,0.7
ID-JK,OIL,IDNJK,1974,2004,4.42
ID-JK,OIL,IDNJK,1974,2004,18
ID-JB,OCG,IDNJB,1979,2009,15
ID-JB,OCG,IDNJB,2005,2035,15
ID-SU,OCG,IDNSU,2020,2050,250
ID-JK,OIL,IDNJK,1986,2016,10.5
ID-JK,OIL,IDNJK,1988,2018,1.12
ID-SU,BIO,IDNSU,1982,2027,3.6
ID-SU,BIO,IDNSU,1982,2027,3.6
ID-JT,OIL,IDNJT,1972,2002,0.45
ID-JK,OIL,IDNJK,1975,2005,1
ID-JB,OIL,IDNJB,1993,2023,4.8
ID-KI,OIL,IDNKI,1994,2024,15
ID-BT,OIL,IDNBT,1981,2011,1.29
ID-BT,OIL,IDNBT,1982,2012,1.29
ID-BT,OIL,IDNBT,1982,2012,1.29
ID-BT,OIL,IDNBT,1979,2009,1.29
ID-BT,OIL,IDNBT,1979,2009,1.75
ID-BT,OIL,IDNBT,1984,2014,1.325
ID-SS,OIL,IDNSS,1986,2016,3.6
ID-SS,COA,IDNSS,2013,2043,8
ID-SS,COA,IDNSS,2013,2043,8
ID-BT,OIL,IDNBT,1975,2005,23.04
ID-JB,OCG,IDNJB,1996,2026,14.57
ID-JB,OCG,IDNJB,1996,2026,14.57
ID-JB,OCG,IDNJB,1996,2026,14.57
ID-JK,OIL,IDNJK,1975,2005,6.57
ID-SN,OIL,IDNSN,1979,2009,0.18
ID-JK,OIL,IDNJK,1986,2016,0.973
ID-SU,OIL,IDNSU,1982,2012,5.4
ID-JK,OIL,IDNJK,1971,2001,0.5
ID-JK,OIL,IDNJK,1982,2012,2.2
ID-JK,OIL,IDNJK,1982,2012,2.2
ID-RI,OIL,IDNRI,1995,2025,20.335
ID-RI,OIL,IDNRI,1993,2023,12.6
ID-JK,OIL,IDNJK,1982,2012,2.22
ID-KI,OIL,IDNKI,1986,2016,4.22
ID-KI,OCG,IDNKI,2012,2042,3
ID-JK,OIL,IDNJK,1981,2011,1.32
ID-JK,OIL,IDNJK,1981,2011,1.32
ID-JK,OIL,IDNJK,1981,2011,1.32
ID-JK,OIL,IDNJK,1982,2012,1.29
ID-JI,OIL,IDNJI,1983,2013,3
ID-BT,OIL,IDNBT,1979,2009,1.29
ID-BT,OIL,IDNBT,1979,2009,1.29
ID-BT,OIL,IDNBT,1979,2009,1.29
ID-BT,OIL,IDNBT,1979,2009,1.29
ID-BT,OIL,IDNBT,1983,2013,1.29
ID-BT,OIL,IDNBT,1983,2013,1.29
ID-BT,OIL,IDNBT,1983,2013,1.29
ID-JI,CCG,IDNJI,1998,2028,10
ID-LA,OIL,IDNLA,1998,2028,87
ID-JB,OIL,IDNJB,1986,2016,8.4
ID-PB,OIL,IDNPB,1984,2014,7.24
ID-PB,OIL,IDNPB,1995,2025,70
ID-PB,OIL,IDNPB,1986,2016,70
ID-JA,BIO,IDNJA,1998,2043,100
ID-JI,OIL,IDNJI,1993,2023,3
ID-BB,OIL,IDNBB,1987,2017,6
ID-BB,OIL,IDNBB,1993,2023,5
ID-PA,OIL,IDNPA,1998,2028,5
ID-PA,OIL,IDNPA,2017,2047,57
ID-SS,OIL,IDNSS,1986,2016,2.4
ID-JA,OIL,IDNJA,1986,2016,1.2
ID-JA,OIL,IDNJA,1986,2016,1.2
ID-SB,OIL,IDNSB,1986,2016,1.2
ID-RI,OIL,IDNRI,1986,2016,1.2
ID-JA,OIL,IDNJA,1986,2016,2.4
ID-AC,OIL,IDNAC,1986,2016,1.285
ID-AC,OIL,IDNAC,1986,2016,1.06
ID-AC,OIL,IDNAC,1986,2016,1.06
ID-AC,OIL,IDNAC,1986,2016,0.8
ID-RI,OIL,IDNRI,1986,2016,2.4
ID-RI,OIL,IDNRI,1986,2016,1.2
ID-RI,OIL,IDNRI,1986,2016,1.2
ID-RI,OIL,IDNRI,1986,2016,1.2
ID-SS,OIL,IDNSS,1986,2016,1.2
ID-SS,OIL,IDNSS,1986,2016,1.2
ID-KB,OIL,IDNKB,1986,2016,1.2
ID-KB,OIL,IDNKB,1997,2027,4.5
ID-KB,COA,IDNKB,2018,2048,7
ID-KB,COA,IDNKB,2018,2048,7
ID-KB,COA,IDNKB,2018,2048,7
ID-RI,OIL,IDNRI,1986,2016,2.4
ID-RI,OIL,IDNRI,1986,2016,3.6
ID-RI,OIL,IDNRI,1986,2016,2.4
ID-AC,OIL,IDNAC,1986,2016,1.2
ID-JB,OIL,IDNJB,1997,2027,4.5
ID-KB,OIL,IDNKB,1997,2027,3
ID-GO,OIL,IDNGO,1997,2027,1.5
ID-GO,OIL,IDNGO,1997,2027,1.5
ID-KB,OIL,IDNKB,1997,2027,2.8
ID-KB,OIL,IDNKB,1997,2027,2.8
ID-KB,OIL,IDNKB,1997,2027,2.8
ID-GO,OIL,IDNGO,2016,2046,25
ID-GO,OIL,IDNGO,2016,2046,25
ID-GO,OIL,IDNGO,2016,2046,25
ID-GO,OIL,IDNGO,2016,2046,25
ID-NB,OIL,IDNNB,1998,2028,5.6
ID-NB,OIL,IDNNB,2018,2048,50
ID-PB,OIL,IDNPB,1998,2028,2.8
ID-PB,OIL,IDNPB,1991,2021,2.5
ID-PB,OIL,IDNPB,1991,2021,2.5
ID-PB,OIL,IDNPB,1991,2021,2.5
ID-PB,OIL,IDNPB,1991,2021,2.5
ID-SU,OCG,IDNSU,1998,2028,26
ID-SU,OCG,IDNSU,1998,2028,26
ID-BT,OIL,IDNBT,1997,2027,10.5
ID-BT,OIL,IDNBT,1999,2029,5.5
ID-BT,OIL,IDNBT,1999,2029,5.5
ID-BT,OIL,IDNBT,1999,2029,5.5
ID-JB,OIL,IDNJB,1997,2027,3.75
ID-LA,OIL,IDNLA,1995,2025,25.4
ID-RI,OCG,IDNRI,2000,2030,100
ID-RI,OCG,IDNRI,2000,2030,100
ID-RI,OCG,IDNRI,2000,2030,100
ID-RI,OCG,IDNRI,2013,2043,113
ID-JA,COA,IDNJA,1994,2024,37
ID-JA,COA,IDNJA,1994,2024,37
ID-JA,COA,IDNJA,1994,2024,37
ID-BT,COA,IDNBT,1992,2022,35
ID-BT,COA,IDNBT,1992,2022,35
ID-BT,COA,IDNBT,1993,2023,35
ID-JI,COA,IDNJI,1992,2022,35
ID-JI,COA,IDNJI,1992,2022,35
ID-SS,BIO,IDNSS,2000,2045,3.2
ID-RI,OIL,IDNRI,1999,2029,10
ID-BB,OIL,IDNBB,1999,2029,15
ID-MU,OIL,IDNMU,1999,2029,6
ID-MU,OIL,IDNMU,2018,2048,28.75
ID-SN,OIL,IDNSN,1999,2029,28.2
ID-JK,OCG,IDNJK,1994,2024,4.04
ID-JK,OCG,IDNJK,1994,2024,4.04
ID-JK,OIL,IDNJK,1986,2016,0.9
ID-JK,OIL,IDNJK,1986,2016,0.9
ID-JK,OIL,IDNJK,1986,2016,0.9
ID-SS,BIO,IDNSS,2000,2045,71.5
ID-MA,OIL,IDNMA,1997,2027,4.56
ID-JT,OIL,IDNJT,1994,2024,1.38
ID-JT,OIL,IDNJT,1994,2024,1.38
ID-JT,OIL,IDNJT,1994,2024,1.38
