PLEXOS_Nodes,Country,PLEXOS_Countries,Share_%_Country_Demand,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
EU-LUX,LUX,EU-LUX,1.0,GWh,8360.07,8366.088,8372.106,8378.124,8384.142,8390.16,8604.862,8819.564,9034.266,9248.968,9463.67,9677.356,9891.042,10104.728000000001,10318.414,10532.1,10740.248,10948.396,11156.544,11364.692000000001,11572.84,11777.936,11983.032,12188.128,12393.224,12598.32,12802.076,13005.832,13209.588,13413.344000000001,13617.1,13813.794,14010.488,14207.182,14403.876,14600.57,14791.619999999999,14982.67,15173.72,15364.77,15555.82,15744.788,15933.756,16122.724,16311.692,16500.66,16685.222,16869.784,17054.346,17238.908,17423.47,17592.198,17760.926,17929.654000000002,18098.382,18267.11,18421.528000000002,18575.946,18730.364,18884.782,19039.2,19190.526,19341.852000000003,19493.178,19644.504,19795.83,19936.870000000003,20077.91,20218.95,20359.989999999998,20501.03,20628.538,20756.046,20883.554,21011.061999999998,21138.57,21252.472,21366.374,21480.276,21594.178,21708.08,21807.252,21906.424,22005.596,22104.768,22203.94,22284.365999999998,22364.791999999998,22445.218,22525.644,22606.07
EU-LVA,LVA,EU-LVA,1.0,GWh,11221.2,11451.710000000001,11682.220000000001,11912.73,12143.24,12373.75,12597.532,12821.314,13045.096,13268.878,13492.66,13692.98,13893.3,14093.62,14293.94,14494.26,14683.436,14872.612,15061.788,15250.964,15440.14,15604.346,15768.552,15932.758,16096.964,16261.17,16410.702,16560.234,16709.766,16859.298000000003,17008.83,17143.032000000003,17277.234,17411.436,17545.638,17679.84,17792.434,17905.028000000002,18017.622,18130.216,18242.81,18340.530000000002,18438.25,18535.97,18633.69,18731.41,18837.566,18943.721999999998,19049.878,19156.034,19262.19,19367.293999999998,19472.397999999997,19577.502,19682.606,19787.71,19875.07,19962.43,20049.789999999997,20137.149999999998,20224.51,20291.649999999998,20358.789999999997,20425.93,20493.07,20560.21,20623.35,20686.489999999998,20749.63,20812.77,20875.91,20931.624,20987.338,21043.052,21098.766,21154.48,21208.976,21263.471999999998,21317.968,21372.464,21426.96,21484.676,21542.392,21600.108,21657.824,21715.54,21772.684,21829.828,21886.971999999998,21944.115999999998,22001.26
EU-MKD,MKD,EU-MKD,1.0,GWh,8170.08,8209.432,8248.784,8288.136,8327.488,8366.84,8723.352,9079.864,9436.376,9792.887999999999,10149.4,10481.386,10813.372,11145.358,11477.344,11809.33,12119.488,12429.646,12739.804,13049.962000000001,13360.12,13666.916000000001,13973.712000000001,14280.508,14587.304,14894.1,15204.91,15515.720000000001,15826.53,16137.340000000002,16448.15,16760.06,17071.97,17383.88,17695.79,18007.7,18298.836,18589.972,18881.108,19172.244000000002,19463.38,19755.346,20047.312,20339.278,20631.244,20923.21,21204.649999999998,21486.09,21767.53,22048.97,22330.41,22581.27,22832.13,23082.989999999998,23333.85,23584.71,23797.796,24010.881999999998,24223.968,24437.054,24650.14,24821.182,24992.224,25163.266,25334.307999999997,25505.35,25633.974,25762.597999999998,25891.222,26019.846,26148.47,26240.982,26333.494,26426.006,26518.518,26611.03,26672.98,26734.93,26796.879999999997,26858.829999999998,26920.78,26957.435999999998,26994.092,27030.748,27067.404000000002,27104.06,27118.212,27132.364,27146.516,27160.668,27174.82
EU-MNE,MNE,EU-MNE,1.0,GWh,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3530.05,3588.7980000000002,3647.5460000000003,3706.294,3765.042,3823.79,3895.978,3968.1659999999997,4040.354,4112.5419999999995,4184.73,4253.201999999999,4321.674,4390.146,4458.618,4527.09,4594.41,4661.73,4729.05,4796.37,4863.69,4930.668,4997.646,5064.624,5131.602,5198.58,5263.53,5328.48,5393.43,5458.38,5523.33,5587.064,5650.798,5714.532,5778.266,5842.0,5897.786,5953.572,6009.358,6065.144,6120.93,6167.5380000000005,6214.146000000001,6260.754,6307.362,6353.97,6391.068,6428.166,6465.264,6502.362,6539.46,6567.826,6596.192,6624.558,6652.924,6681.29,6702.4,6723.51,6744.62,6765.7300000000005,6786.84,6801.946,6817.052,6832.158,6847.264,6862.37,6872.452,6882.534,6892.616,6902.697999999999,6912.78,6917.96,6923.14,6928.32,6933.5,6938.68
EU-NLD,NLD,EU-NLD,1.0,GWh,172022.54,174303.998,176585.456,178866.914,181148.372,183429.83,186163.498,188897.166,191630.834,194364.502,197098.17,199764.352,202430.534,205096.716,207762.898,210429.08,213046.042,215663.004,218279.96600000001,220896.928,223513.89,226128.97400000002,228744.05800000002,231359.142,233974.226,236589.31,239315.726,242042.142,244768.55800000002,247494.97400000002,250221.39,253061.64800000002,255901.90600000002,258742.164,261582.422,264422.68,267282.874,270143.068,273003.262,275863.456,278723.65,281580.922,284438.194,287295.466,290152.738,293010.01,295931.924,298853.838,301775.75200000004,304697.666,307619.58,310571.944,313524.308,316476.672,319429.036,322381.4,325336.59,328291.78,331246.97,334202.16,337157.35,340174.43,343191.51,346208.58999999997,349225.67,352242.75,355288.524,358334.298,361380.072,364425.846,367471.62,370492.994,373514.368,376535.74199999997,379557.116,382578.49,385530.62,388482.75,391434.88,394387.01,397339.14,400209.69800000003,403080.256,405950.814,408821.372,411691.93,414386.748,417081.566,419776.384,422471.202,425166.02
EU-NOR,NOR,EU-NOR,1.0,GWh,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,130369.95,131638.024,132906.098,134174.172,135442.246,136710.32,138428.548,140146.776,141865.004,143583.232,145301.46,147043.704,148785.948,150528.19199999998,152270.436,154012.68,155740.146,157467.612,159195.078,160922.544,162650.01,164344.49000000002,166038.97,167733.45,169427.93,171122.41,172773.348,174424.286,176075.22400000002,177726.162,179377.1,180965.062,182553.024,184140.986,185728.948,187316.91
EU-POL,POL,EU-POL,1.0,GWh,164610.01,169647.784,174685.55800000002,179723.332,184761.106,189798.88,196176.09,202553.3,208930.51,215307.72,221684.93,227398.12399999998,233111.318,238824.512,244537.706,250250.9,255320.358,260389.816,265459.274,270528.732,275598.19,280105.442,284612.694,289119.946,293627.19800000003,298134.45,302149.548,306164.646,310179.744,314194.842,318209.94,321538.434,324866.928,328195.42199999996,331523.91599999997,334852.41,337618.83999999997,340385.26999999996,343151.7,345918.13,348684.56,351101.058,353517.556,355934.054,358350.55199999997,360767.05,363002.294,365237.538,367472.782,369708.026,371943.27,374038.712,376134.154,378229.596,380325.038,382420.48,384250.394,386080.30799999996,387910.222,389740.136,391570.05,392998.766,394427.482,395856.198,397284.914,398713.63,399864.924,401016.218,402167.512,403318.806,404470.1,405515.028,406559.956,407604.88399999996,408649.812,409694.74,410772.73,411850.72,412928.71,414006.7,415084.69,416329.01,417573.33,418817.64999999997,420061.97,421306.29,422736.77599999995,424167.262,425597.74799999996,427028.234,428458.72
EU-PRT,PRT,EU-PRT,1.0,GWh,54689.98,54689.98,54689.98,54689.98,54689.98,54689.98,56273.774000000005,57857.568,59441.362,61025.155999999995,62608.95,64117.68,65626.41,67135.14,68643.87000000001,70152.6,71621.39600000001,73090.19200000001,74558.988,76027.784,77496.58,78916.178,80335.776,81755.37400000001,83174.97200000001,84594.57,85973.282,87351.994,88730.706,90109.418,91488.13,92842.244,94196.35800000001,95550.472,96904.586,98258.7,99629.13,100999.56,102369.99,103740.42,105110.85,106531.304,107951.758,109372.212,110792.666,112213.12,113654.4,115095.68,116536.96,117978.24,119419.52,120822.386,122225.25200000001,123628.118,125030.98400000001,126433.85,127773.348,129112.846,130452.344,131791.842,133131.34,134427.812,135724.284,137020.756,138317.228,139613.7,140883.45,142153.2,143422.95,144692.7,145962.45,147215.252,148468.054,149720.856,150973.658,152226.46,153458.198,154689.936,155921.674,157153.41199999998,158385.15,159573.508,160761.866,161950.224,163138.582,164326.94,165416.038,166505.136,167594.234,168683.332,169772.43
EU-ROU,ROU,EU-ROU,1.0,GWh,60643.73,63493.182,66342.634,69192.08600000001,72041.538,74890.99,77704.04800000001,80517.106,83330.164,86143.222,88956.28,91391.858,93827.436,96263.014,98698.592,101134.17,103245.96399999999,105357.758,107469.552,109581.346,111693.14,113430.444,115167.748,116905.052,118642.356,120379.66,121945.37000000001,123511.08,125076.79000000001,126642.5,128208.21,129452.88200000001,130697.554,131942.226,133186.89800000002,134431.57,135430.994,136430.418,137429.842,138429.266,139428.69,140154.586,140880.48200000002,141606.378,142332.274,143058.17,143709.76200000002,144361.35400000002,145012.946,145664.538,146316.13,146801.702,147287.274,147772.846,148258.418,148743.99,149097.144,149450.298,149803.452,150156.606,150509.76,150748.726,150987.692,151226.658,151465.624,151704.59,151916.188,152127.786,152339.384,152550.982,152762.58,152994.592,153226.604,153458.616,153690.628,153922.64,154208.33000000002,154494.02000000002,154779.71,155065.4,155351.09,155683.008,156014.926,156346.84399999998,156678.762,157010.68,157356.932,157703.184,158049.436,158395.688,158741.94
EU-SRB,SRB,EU-SRB,1.0,GWh,37380.01,37380.01,37380.01,37380.01,37380.01,37380.01,37380.01,37380.01,37380.01,37380.01,37380.01,37694.056000000004,38008.102,38322.148,38636.193999999996,38950.24,39952.506,40954.772,41957.038,42959.304,43961.57,44831.396,45701.222,46571.047999999995,47440.873999999996,48310.7,49091.958,49873.216,50654.473999999995,51435.731999999996,52216.99,52930.612,53644.234,54357.856,55071.477999999996,55785.1,56450.252,57115.404,57780.556,58445.708,59110.86,59799.746,60488.632,61177.518000000004,61866.404,62555.29,63218.696,63882.102000000006,64545.508,65208.914000000004,65872.32,66446.42000000001,67020.52,67594.62000000001,68168.72,68742.82,69203.83200000001,69664.84400000001,70125.856,70586.868,71047.88,71410.418,71772.956,72135.494,72498.032,72860.57,73148.88200000001,73437.194,73725.50600000001,74013.818,74302.13,74522.246,74742.36200000001,74962.478,75182.59400000001,75402.71,75563.676,75724.642,75885.608,76046.574,76207.54,76310.33799999999,76413.136,76515.934,76618.732,76721.53,76772.046,76822.562,76873.078,76923.594,76974.11
EU-SWE,SWE,EU-SWE,1.0,GWh,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139460.02,139483.774,139507.528,139531.282,139555.036,139578.79,141591.454,143604.118,145616.782,147629.446,149642.11,151798.04799999998,153953.98599999998,156109.924,158265.862,160421.8,162738.682,165055.56399999998,167372.446,169689.32799999998,172006.21,174394.86599999998,176783.522,179172.17799999999,181560.834,183949.49,186391.402,188833.31399999998,191275.226,193717.13799999998,196159.05,198686.962,201214.87399999998,203742.786,206270.69799999997,208798.61,211514.074,214229.538,216945.00199999998,219660.466,222375.93,225146.666,227917.402,230688.13799999998,233458.87399999998,236229.61,238999.044,241768.478,244537.91199999998,247307.346,250076.78,252823.262,255569.744,258316.226,261062.708,263809.19,266471.91,269134.63,271797.35,274460.07,277122.79,279722.686,282322.582,284922.478,287522.374,290122.27,292726.186,295330.102,297934.018,300537.934,303141.85,305717.73,308293.61,310869.49,313445.37,316021.25
EU-SVN,SVN,EU-SVN,1.0,GWh,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15050.01,15061.72,15073.43,15085.14,15096.85,15108.56,15466.992,15825.424,16183.856,16542.288,16900.72,17248.9,17597.08,17945.26,18293.44,18641.62,18979.579999999998,19317.539999999997,19655.5,19993.46,20331.42,20663.958,20996.496,21329.034,21661.572,21994.11,22332.954,22671.798000000003,23010.642,23349.486,23688.33,24024.182,24360.034,24695.886000000002,25031.738,25367.59,25695.064,26022.538,26350.012,26677.486,27004.96,27315.406,27625.852,27936.298,28246.744,28557.19,28849.307999999997,29141.426,29433.543999999998,29725.662,30017.78,30296.827999999998,30575.876,30854.924,31133.972,31413.02,31683.274,31953.528000000002,32223.782,32494.036,32764.29,33028.3,33292.31,33556.32,33820.329999999994,34084.34,34337.846,34591.352,34844.858,35098.364,35351.87
EU-SVK,SVK,EU-SVK,1.0,GWh,29289.92,29289.92,29289.92,29289.92,29289.92,29289.92,29306.374,29322.827999999998,29339.282,29355.735999999997,29372.19,30379.92,31387.649999999998,32395.379999999997,33403.11,34410.84,35366.106,36321.371999999996,37276.638,38231.903999999995,39187.17,40090.172,40993.174,41896.176,42799.178,43702.18,44542.376000000004,45382.572,46222.768000000004,47062.964,47903.16,48670.218,49437.276,50204.334,50971.392,51738.45,52443.731999999996,53149.013999999996,53854.296,54559.578,55264.86,55897.872,56530.884,57163.896,57796.907999999996,58429.92,59038.731999999996,59647.544,60256.356,60865.168000000005,61473.98,62055.61,62637.24,63218.87,63800.5,64382.13,64912.804,65443.477999999996,65974.152,66504.826,67035.5,67500.694,67965.888,68431.082,68896.276,69361.47,69768.024,70174.57800000001,70581.132,70987.686,71394.24,71767.964,72141.68800000001,72515.412,72889.136,73262.86,73618.72,73974.58,74330.44,74686.3,75042.16,75399.334,75756.508,76113.682,76470.856,76828.03,77192.722,77557.414,77922.106,78286.79800000001,78651.49
EU-GBR,GBR,EU-GBR,1.0,GWh,583161.97,594052.954,604943.938,615834.922,626725.906,637616.89,650153.484,662690.078,675226.672,687763.266,700299.86,712069.824,723839.7880000001,735609.752,747379.716,759149.68,770811.8180000001,782473.956,794136.094,805798.232,817460.37,828887.014,840313.6579999999,851740.302,863166.946,874593.59,886424.89,898256.19,910087.49,921918.7899999999,933750.09,946019.184,958288.278,970557.372,982826.466,995095.56,1007175.15,1019254.74,1031334.3300000001,1043413.92,1055493.51,1067455.96,1079418.41,1091380.86,1103343.31,1115305.76,1127786.732,1140267.7040000001,1152748.676,1165229.648,1177710.62,1190709.546,1203708.472,1216707.398,1229706.324,1242705.25,1256105.542,1269505.834,1282906.126,1296306.418,1309706.71,1322988.548,1336270.386,1349552.224,1362834.062,1376115.9,1389217.896,1402319.892,1415421.8879999998,1428523.8839999998,1441625.88,1454613.1239999998,1467600.368,1480587.612,1493574.8560000001,1506562.1,1519562.55,1532563.0,1545563.4500000002,1558563.9000000001,1571564.35,1584783.708,1598003.066,1611222.4239999999,1624441.782,1637661.14,1651025.824,1664390.508,1677755.192,1691119.876,1704484.56
SA-CHL,CHL,SA-CHL,1.0,GWh,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,75389.99,77197.724,79005.458,80813.19200000001,82620.926,84428.66,86523.436,88618.212,90712.988,92807.764,94902.54,97098.102,99293.664,101489.226,103684.788,105880.35,108084.714,110289.07800000001,112493.442,114697.806,116902.17,119079.832,121257.49399999999,123435.156,125612.818,127790.48,129999.754,132209.028,134418.302,136627.576,138836.85,141112.526,143388.20200000002,145663.878,147939.554,150215.23,152500.32200000001,154785.41400000002,157070.506,159355.598,161640.69,163878.942,166117.19400000002,168355.446,170593.698,172831.95,175032.03600000002,177232.122,179432.208,181632.294,183832.38,185968.332,188104.284,190240.236,192376.18800000002,194512.14,196586.97,198661.80000000002,200736.63,202811.46000000002,204886.29,206926.15,208966.01,211005.87,213045.73,215085.59,217088.394,219091.198,221094.00199999998,223096.80599999998,225099.61
AF-ZAF,ZAF,AF-ZAF,1.0,GWh,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,248120.0,249181.742,250243.484,251305.226,252366.968,253428.71,259378.696,265328.68200000003,271278.668,277228.654,283178.64,289507.43,295836.22000000003,302165.01,308493.80000000005,314822.59,321322.064,327821.538,334321.01200000005,340820.48600000003,347319.96,353853.032,360386.104,366919.17600000004,373452.248,379985.32,386534.776,393084.232,399633.68799999997,406183.144,412732.6,419183.99,425635.38,432086.76999999996,438538.16,444989.55,451277.886,457566.222,463854.55799999996,470142.894,476431.23,482543.548,488655.866,494768.184,500880.502,506992.82,512862.06,518731.3,524600.54,530469.78,536339.02,541864.616,547390.212,552915.808,558441.404,563967.0
NA-PAN,PAN,NA-PAN,1.0,GWh,10170.0,11378.298,12586.596,13794.894,15003.192,16211.49,17638.706,19065.922,20493.138,21920.354,23347.57,24921.362,26495.154,28068.946,29642.737999999998,31216.53,32838.286,34460.042,36081.797999999995,37703.554,39325.31,41013.08,42700.85,44388.62,46076.39,47764.16,49530.716,51297.272000000004,53063.828,54830.384000000005,56596.94,58496.4,60395.86,62295.32000000001,64194.780000000006,66094.24,68052.36200000001,70010.48400000001,71968.606,73926.728,75884.85,77893.596,79902.342,81911.088,83919.834,85928.58,87964.234,89999.888,92035.542,94071.19600000001,96106.85,98120.6,100134.35,102148.1,104161.85,106175.6,108145.15000000001,110114.70000000001,112084.25,114053.8,116023.35,117943.20000000001,119863.05,121782.90000000001,123702.75,125622.6,127509.258,129395.91600000001,131282.57400000002,133169.23200000002,135055.89,136882.37600000002,138708.86200000002,140535.348,142361.834,144188.32,145929.314,147670.30800000002,149411.302,151152.296,152893.29,154533.508,156173.726,157813.94400000002,159454.162,161094.38,162643.006,164191.632,165740.258,167288.88400000002,168837.51
NA-MEX,MEX,NA-MEX,1.0,GWh,310470.5,319609.714,328748.928,337888.142,347027.356,356166.57,374992.408,393818.246,412644.08400000003,431469.922,450295.76,471712.968,493130.17600000004,514547.384,535964.5920000001,557381.8,581110.366,604838.932,628567.498,652296.064,676024.63,701765.594,727506.558,753247.522,778988.4859999999,804729.45,832410.098,860090.7459999999,887771.394,915452.0419999999,943132.69,973583.218,1004033.746,1034484.274,1064934.8020000001,1095385.33,1129004.548,1162623.766,1196242.984,1229862.202,1263481.42,1301443.9239999999,1339406.4279999998,1377368.932,1415331.436,1453293.94,1493592.67,1533891.4,1574190.1300000001,1614488.86,1654787.59,1698270.458,1741753.3260000001,1785236.194,1828719.062,1872201.93,1918116.182,1964030.434,2009944.686,2055858.9379999998,2101773.19,2150488.886,2199204.582,2247920.278,2296635.974,2345351.67,2396604.546,2447857.422,2499110.298,2550363.1739999996,2601616.05,2655104.184,2708592.318,2762080.452,2815568.586,2869056.72,2925033.2060000002,2981009.6920000003,3036986.178,3092962.664,3148939.15,3207485.32,3266031.4899999998,3324577.66,3383123.83,3441670.0,3502359.286,3563048.572,3623737.858,3684427.1440000003,3745116.43
SA-PER,PER,SA-PER,1.0,GWh,48200.1,48200.1,48200.1,48200.1,48200.1,48200.1,50608.155999999995,53016.212,55424.268,57832.32399999999,60240.38,63367.937999999995,66495.496,69623.054,72750.612,75878.17,78987.502,82096.834,85206.166,88315.498,91424.83,94577.344,97729.858,100882.372,104034.886,107187.4,110512.276,113837.152,117162.02799999999,120486.904,123811.78,127300.09599999999,130788.412,134276.728,137765.044,141253.36,144861.78399999999,148470.20799999998,152078.632,155687.056,159295.48,162954.188,166612.896,170271.604,173930.312,177589.02,181208.00999999998,184827.0,188445.99,192064.98,195683.97,199330.238,202976.506,206622.774,210269.042,213915.31,217594.636,221273.962,224953.288,228632.614,232311.94,235989.446,239666.952,243344.458,247021.964,250699.47,254388.772,258078.074,261767.376,265456.67799999996,269145.98,272865.49199999997,276585.00399999996,280304.516,284024.028,287743.54,291496.844,295250.148,299003.452,302756.756,306510.06,310295.154,314080.248,317865.342,321650.43600000005,325435.53,329258.934,333082.338,336905.742,340729.146,344552.55
SA-URY,URY,SA-URY,1.0,GWh,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12430.14,12474.887999999999,12519.635999999999,12564.384,12609.132,12653.88,12940.742,13227.604,13514.466,13801.328,14088.19,14374.022,14659.854000000001,14945.686,15231.518,15517.35,15815.822,16114.294,16412.766,16711.237999999998,17009.71,17315.184,17620.658,17926.132,18231.606,18537.08,18837.920000000002,19138.760000000002,19439.6,19740.44,20041.28,20330.611999999997,20619.944,20909.275999999998,21198.608,21487.94,21775.216,22062.492,22349.768,22637.043999999998,22924.32,23209.97,23495.62,23781.27,24066.92,24352.57,24635.13,24917.69,25200.25,25482.809999999998,25765.37,26049.397999999997,26333.426,26617.453999999998,26901.482,27185.51,27469.448,27753.386,28037.324,28321.262,28605.2,28886.516,29167.832,29449.148,29730.464,30011.78,30292.588,30573.396,30854.203999999998,31135.012,31415.82,31699.91,31984.0,32268.089999999997,32552.179999999997,32836.27
SA-ARG,ARG,SA-ARG,1.0,GWh,154420.0,154420.0,154420.0,154420.0,154420.0,154420.0,154420.0,154420.0,154420.0,154420.0,154420.0,155517.802,156615.604,157713.40600000002,158811.208,159909.01,164638.28600000002,169367.562,174096.83800000002,178826.114,183555.39,188514.90000000002,193474.41,198433.92,203393.43,208352.94,213580.994,218809.048,224037.10199999998,229265.156,234493.21,239630.584,244767.95799999998,249905.332,255042.70599999998,260180.08,265447.696,270715.312,275982.92799999996,281250.544,286518.16,292020.246,297522.332,303024.418,308526.504,314028.59,319617.234,325205.878,330794.522,336383.166,341971.81,347614.38,353256.95,358899.51999999996,364542.08999999997,370184.66,375779.712,381374.76399999997,386969.816,392564.86799999996,398159.92,403602.644,409045.36799999996,414488.092,419930.816,425373.54,430753.36799999996,436133.196,441513.024,446892.852,452272.68,457642.556,463012.432,468382.308,473752.184,479122.06,484516.496,489910.932,495305.368,500699.804,506094.24,511459.73,516825.22,522190.70999999996,527556.2,532921.69,538192.3099999999,543462.9299999999,548733.55,554004.17,559274.79
EU-GEO,GEO,EU-GEO,1.0,GWh,10870.49,10870.49,10870.49,10870.49,10870.49,10870.49,10909.336,10948.181999999999,10987.028,11025.874,11064.72,11535.09,12005.46,12475.83,12946.199999999999,13416.57,13800.572,14184.574,14568.576000000001,14952.578,15336.58,15668.73,16000.880000000001,16333.03,16665.18,16997.33,17303.11,17608.89,17914.670000000002,18220.45,18526.23,18797.032,19067.834,19338.636000000002,19609.438000000002,19880.24,20107.612,20334.984,20562.356,20789.728,21017.1,21200.27,21383.44,21566.61,21749.78,21932.95,22093.08,22253.21,22413.34,22573.469999999998,22733.6,22899.663999999997,23065.728,23231.791999999998,23397.856,23563.92,23722.09,23880.26,24038.43,24196.6,24354.77,24492.438000000002,24630.106,24767.774,24905.442,25043.11,25154.444,25265.778,25377.112,25488.446,25599.78,25712.206,25824.631999999998,25937.058,26049.484,26161.91,26291.35,26420.79,26550.23,26679.670000000002,26809.11,26960.778000000002,27112.446,27264.114,27415.782,27567.45,27733.674,27899.898,28066.122,28232.346,28398.57
OC-NZL,NZL,OC-NZL,1.0,GWh,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44209.76,44487.422,44765.084,45042.746,45320.408,45598.07,45991.93,46385.79,46779.65,47173.51,47567.37,48047.136,48526.902,49006.668,49486.434,49966.2,50500.88,51035.56,51570.24,52104.92,52639.6,53210.538,53781.476,54352.414,54923.352,55494.29,56123.302,56752.314,57381.326,58010.337999999996,58639.35,59337.364,60035.378,60733.392,61431.405999999995,62129.42,62889.551999999996,63649.684,64409.816,65169.948000000004,65930.08,66723.258,67516.436,68309.614,69102.792,69895.97,70718.212,71540.454,72362.696,73184.938,74007.18,74845.31199999999,75683.44399999999,76521.576,77359.708,78197.84,79051.88799999999,79905.936,80759.984,81614.032,82468.08,83351.586,84235.092,85118.598,86002.104,86885.61,87785.902,88686.194,89586.486,90486.778,91387.07
