REGION,FUEL,YEAR,VALUE
GLOBAL,ELCESTXX02,2029,40.0850208
GLOBAL,ELCESTXX02,2030,40.499136
GLOBAL,ELCESTXX02,2031,40.9129632
GLOBAL,ELCESTXX02,2032,41.3267904
GLOBAL,ELCESTXX02,2033,41.7406176
GLOBAL,ELCESTXX02,2034,42.1544448
GLOBAL,ELCESTXX02,2035,42.568272
GLOBAL,ELCESTXX02,2036,42.9969456
GLOBAL,ELCESTXX02,2037,43.4256192
GLOBAL,ELCESTXX02,2038,43.854292799999996
GLOBAL,ELCESTXX02,2039,44.2829664
GLOBAL,ELCESTXX02,2040,44.711639999999996
GLOBAL,ELCESTXX02,2041,45.1435032
GLOBAL,ELCESTXX02,2042,45.57536639999999
GLOBAL,ELCESTXX02,2043,46.0072296
GLOBAL,ELCESTXX02,2044,46.4390928
GLOBAL,ELCESTXX02,2045,46.87095599999999
GLOBAL,ELCESTXX02,2046,47.2778352
GLOBAL,ELCESTXX02,2047,47.6847144
GLOBAL,ELCESTXX02,2048,48.091593599999996
GLOBAL,ELCESTXX02,2049,48.498472799999995
GLOBAL,ELCESTXX02,2050,48.905352
GLOBAL,ELCESPXX02,2015,1659.846816
GLOBAL,ELCESPXX02,2016,1679.9617296000001
GLOBAL,ELCESPXX02,2017,1700.0766431999998
GLOBAL,ELCESPXX02,2018,1720.1915568
GLOBAL,ELCESPXX02,2019,1740.3064703999999
GLOBAL,ELCESPXX02,2020,1760.421384
GLOBAL,ELCESPXX02,2021,1778.8458456
GLOBAL,ELCESPXX02,2022,1797.2703072
GLOBAL,ELCESPXX02,2023,1815.6947688
GLOBAL,ELCESPXX02,2024,1834.1192303999999
GLOBAL,ELCESPXX02,2025,1852.5436919999997
GLOBAL,ELCESPXX02,2026,1870.4532815999999
GLOBAL,ELCESPXX02,2027,1888.3628711999997
GLOBAL,ELCESPXX02,2028,1906.2724608
GLOBAL,ELCESPXX02,2029,1924.1820503999998
GLOBAL,ELCESPXX02,2030,1942.09164
GLOBAL,ELCESPXX02,2031,1960.0258752
GLOBAL,ELCESPXX02,2032,1977.9601104
GLOBAL,ELCESPXX02,2033,1995.8943456
GLOBAL,ELCESPXX02,2034,2013.8285808000003
GLOBAL,ELCESPXX02,2035,2031.7628160000002
GLOBAL,ELCESPXX02,2036,2050.6717152
GLOBAL,ELCESPXX02,2037,2069.5806144000003
GLOBAL,ELCESPXX02,2038,2088.4895136
GLOBAL,ELCESPXX02,2039,2107.3984128
GLOBAL,ELCESPXX02,2040,2126.307312
GLOBAL,ELCESPXX02,2041,2144.2184496
GLOBAL,ELCESPXX02,2042,2162.1295872
GLOBAL,ELCESPXX02,2043,2180.0407248
GLOBAL,ELCESPXX02,2044,2197.9518623999998
GLOBAL,ELCESPXX02,2045,2215.863
GLOBAL,ELCESPXX02,2046,2232.21366
GLOBAL,ELCESPXX02,2047,2248.56432
GLOBAL,ELCESPXX02,2048,2264.91498
GLOBAL,ELCESPXX02,2049,2281.26564
GLOBAL,ELCESPXX02,2050,2297.6163
GLOBAL,ELCFINXX02,2015,305.747856
GLOBAL,ELCFINXX02,2016,305.747856
GLOBAL,ELCFINXX02,2017,305.747856
GLOBAL,ELCFINXX02,2018,305.747856
GLOBAL,ELCFINXX02,2019,305.747856
GLOBAL,ELCFINXX02,2020,305.747856
GLOBAL,ELCFINXX02,2021,305.747856
GLOBAL,ELCFINXX02,2022,305.747856
GLOBAL,ELCFINXX02,2023,305.747856
GLOBAL,ELCFINXX02,2024,305.747856
GLOBAL,ELCFINXX02,2025,305.747856
GLOBAL,ELCFINXX02,2026,305.747856
GLOBAL,ELCFINXX02,2027,305.747856
GLOBAL,ELCFINXX02,2028,305.747856
GLOBAL,ELCFINXX02,2029,305.747856
GLOBAL,ELCFINXX02,2030,305.747856
GLOBAL,ELCFINXX02,2031,305.747856
GLOBAL,ELCFINXX02,2032,305.747856
GLOBAL,ELCFINXX02,2033,305.747856
GLOBAL,ELCFINXX02,2034,305.747856
GLOBAL,ELCFINXX02,2035,305.747856
GLOBAL,ELCFINXX02,2036,305.747856
GLOBAL,ELCFINXX02,2037,305.747856
GLOBAL,ELCFINXX02,2038,305.747856
GLOBAL,ELCFINXX02,2039,305.747856
GLOBAL,ELCFINXX02,2040,305.747856
GLOBAL,ELCFINXX02,2041,305.747856
GLOBAL,ELCFINXX02,2042,305.747856
GLOBAL,ELCFINXX02,2043,305.747856
GLOBAL,ELCFINXX02,2044,305.747856
GLOBAL,ELCFINXX02,2045,305.747856
GLOBAL,ELCFINXX02,2046,305.747856
GLOBAL,ELCFINXX02,2047,305.747856
GLOBAL,ELCFINXX02,2048,305.747856
GLOBAL,ELCFINXX02,2049,305.747856
GLOBAL,ELCFINXX02,2050,305.747856
GLOBAL,ELCFRAXX02,2015,2638.5004440000002
GLOBAL,ELCFRAXX02,2016,2668.6253736
GLOBAL,ELCFRAXX02,2017,2698.7503032
GLOBAL,ELCFRAXX02,2018,2728.8752328
GLOBAL,ELCFRAXX02,2019,2759.0001624
GLOBAL,ELCFRAXX02,2020,2789.1250919999998
GLOBAL,ELCFRAXX02,2021,2818.7986751999997
GLOBAL,ELCFRAXX02,2022,2848.4722584
GLOBAL,ELCFRAXX02,2023,2878.1458416
GLOBAL,ELCFRAXX02,2024,2907.8194248
GLOBAL,ELCFRAXX02,2025,2937.493008
GLOBAL,ELCFRAXX02,2026,2966.83704
GLOBAL,ELCFRAXX02,2027,2996.181072
GLOBAL,ELCFRAXX02,2028,3025.525104
GLOBAL,ELCFRAXX02,2029,3054.869136
GLOBAL,ELCFRAXX02,2030,3084.2131679999998
GLOBAL,ELCFRAXX02,2031,3115.562004
GLOBAL,ELCFRAXX02,2032,3146.91084
GLOBAL,ELCFRAXX02,2033,3178.259676
GLOBAL,ELCFRAXX02,2034,3209.6085120000002
GLOBAL,ELCFRAXX02,2035,3240.957348
GLOBAL,ELCFRAXX02,2036,3271.7837375999998
GLOBAL,ELCFRAXX02,2037,3302.6101272
GLOBAL,ELCFRAXX02,2038,3333.4365168
GLOBAL,ELCFRAXX02,2039,3364.2629064000002
GLOBAL,ELCFRAXX02,2040,3395.0892959999996
GLOBAL,ELCFRAXX02,2041,3424.7280816
GLOBAL,ELCFRAXX02,2042,3454.3668672
GLOBAL,ELCFRAXX02,2043,3484.0056528
GLOBAL,ELCFRAXX02,2044,3513.6444383999997
GLOBAL,ELCFRAXX02,2045,3543.283224
GLOBAL,ELCFRAXX02,2046,3571.4128248
GLOBAL,ELCFRAXX02,2047,3599.5424255999997
GLOBAL,ELCFRAXX02,2048,3627.6720264
GLOBAL,ELCFRAXX02,2049,3655.8016271999995
GLOBAL,ELCFRAXX02,2050,3683.931228
GLOBAL,ELCGRCXX02,2015,228.889476
GLOBAL,ELCGRCXX02,2016,234.9779472
GLOBAL,ELCGRCXX02,2017,241.0664184
GLOBAL,ELCGRCXX02,2018,247.1548896
GLOBAL,ELCGRCXX02,2019,253.24336079999998
GLOBAL,ELCGRCXX02,2020,259.33183199999996
GLOBAL,ELCGRCXX02,2021,264.6846576
GLOBAL,ELCGRCXX02,2022,270.0374832
GLOBAL,ELCGRCXX02,2023,275.3903088
GLOBAL,ELCGRCXX02,2024,280.7431344
GLOBAL,ELCGRCXX02,2025,286.09596
GLOBAL,ELCGRCXX02,2026,291.1213512
GLOBAL,ELCGRCXX02,2027,296.1467424
GLOBAL,ELCGRCXX02,2028,301.1721336
GLOBAL,ELCGRCXX02,2029,306.1975248
GLOBAL,ELCGRCXX02,2030,311.222916
GLOBAL,ELCGRCXX02,2031,315.9246024
GLOBAL,ELCGRCXX02,2032,320.62628879999994
GLOBAL,ELCGRCXX02,2033,325.32797519999997
GLOBAL,ELCGRCXX02,2034,330.02966159999994
GLOBAL,ELCGRCXX02,2035,334.73134799999997
GLOBAL,ELCGRCXX02,2036,339.1083431999999
GLOBAL,ELCGRCXX02,2037,343.4853384
GLOBAL,ELCGRCXX02,2038,347.86233359999994
GLOBAL,ELCGRCXX02,2039,352.2393288
GLOBAL,ELCGRCXX02,2040,356.61632399999996
GLOBAL,ELCGRCXX02,2041,360.5984784
GLOBAL,ELCGRCXX02,2042,364.5806328
GLOBAL,ELCGRCXX02,2043,368.5627872
GLOBAL,ELCGRCXX02,2044,372.5449416
GLOBAL,ELCGRCXX02,2045,376.527096
GLOBAL,ELCGRCXX02,2046,380.06925839999997
GLOBAL,ELCGRCXX02,2047,383.6114208
GLOBAL,ELCGRCXX02,2048,387.15358319999996
GLOBAL,ELCGRCXX02,2049,390.6957456
GLOBAL,ELCGRCXX02,2050,394.237908
GLOBAL,ELCHRVXX02,2015,72.393804
GLOBAL,ELCHRVXX02,2016,74.6213328
GLOBAL,ELCHRVXX02,2017,76.84886159999999
GLOBAL,ELCHRVXX02,2018,79.0763904
GLOBAL,ELCHRVXX02,2019,81.3039192
GLOBAL,ELCHRVXX02,2020,83.531448
GLOBAL,ELCHRVXX02,2021,85.3824456
GLOBAL,ELCHRVXX02,2022,87.2334432
GLOBAL,ELCHRVXX02,2023,89.0844408
GLOBAL,ELCHRVXX02,2024,90.93543839999998
GLOBAL,ELCHRVXX02,2025,92.786436
GLOBAL,ELCHRVXX02,2026,94.37716799999998
GLOBAL,ELCHRVXX02,2027,95.9679
GLOBAL,ELCHRVXX02,2028,97.55863199999999
GLOBAL,ELCHRVXX02,2029,99.149364
GLOBAL,ELCHRVXX02,2030,100.740096
GLOBAL,ELCHRVXX02,2031,102.126096
