NAME,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
USA_Hyd_UpperPacoletH28783,52.57049775,52.57049775,52.57049775,28.86120326,28.17778679,23.86700598,16.50713629,29.54461973,36.27364345,41.58326372,38.69188634,52.57049775
MAR_Hyd_OuedElMakhazi14473,22.49986624,22.49986624,19.26395583,15.66171594,8.009500124,2.901239034,2.270338262,2.249986624,2.94194231,9.169543479,22.49986624,22.49986624
USA_Hyd_Nottely26293,52.57049775,52.57049775,52.57049775,35.80050897,26.33781937,17.34826426,22.23732055,17.19055276,19.81907765,20.02935964,36.95705992,52.57049775
USA_Hyd_Jocassee24727,52.57049775,52.57049775,52.57049775,28.59835077,25.7069734,18.03168073,18.6099562,23.2887305,22.92073702,28.91377376,34.01311204,52.57049775
KOR_Hyd_Juksan16774,3.834752841,10.08680538,14.8571576,19.91662208,15.61607728,37.26335745,37.26335745,37.26335745,37.26335745,7.846185394,7.195682817,3.726335745
USA_Hyd_CliftonDam3P22418,52.57049775,52.57049775,52.57049775,35.0119515,31.54229865,24.91841593,19.81907765,27.9149343,30.01775421,39.16502082,40.32157177,52.57049775
USA_Hyd_Nickajack26175,52.57049775,52.57049775,52.57049775,28.59835077,21.76418607,17.19055276,15.14030335,7.359869685,18.82023819,16.98027077,37.74561738,52.57049775
USA_Hyd_BadCreek21334,52.57049775,52.57049775,52.57049775,28.59835077,25.7069734,18.03168073,18.6099562,23.2887305,22.92073702,28.91377376,34.01311204,52.57049775
USA_Hyd_Chatuge22276,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
USA_Hyd_Wylie29470,52.57049775,52.57049775,52.57049775,28.86120326,28.17778679,23.86700598,16.50713629,29.54461973,36.27364345,41.58326372,38.69188634,52.57049775
CHN_Hyd_GansuTaoheJil5446,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_99Islands20882,52.57049775,52.57049775,52.57049775,28.86120326,28.17778679,23.86700598,16.50713629,29.54461973,36.27364345,41.58326372,38.69188634,52.57049775
USA_Hyd_RaccoonMountai27090,52.57049775,52.57049775,52.57049775,27.49437032,19.45108417,17.13798227,17.03284127,8.62156163,21.0807696,16.55970679,37.11477141,52.57049775
USA_Hyd_CherokeeFalls22290,52.57049775,52.57049775,52.57049775,28.86120326,28.17778679,23.86700598,16.50713629,29.54461973,36.27364345,41.58326372,38.69188634,52.57049775
USA_Hyd_Mission25795,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
KOR_Hyd_Seungchon16804,3.834752841,10.08680538,14.8571576,19.91662208,15.61607728,37.26335745,37.26335745,37.26335745,37.26335745,7.846185394,7.195682817,3.726335745
USA_Hyd_PickwickLandin26757,52.57049775,52.57049775,52.57049775,37.53533539,39.32273231,19.97678914,11.30265702,8.253568146,17.66368724,13.56318842,48.41742842,52.57049775
USA_Hyd_Ocoee326356,52.57049775,52.57049775,52.57049775,30.80631168,20.50249412,19.45108417,18.87280869,9.357548599,22.81559602,16.08657231,37.3776239,52.57049775
USA_Hyd_Ocoee226355,52.57049775,52.57049775,52.57049775,30.80631168,20.50249412,19.45108417,18.87280869,9.357548599,22.81559602,16.08657231,37.3776239,52.57049775
JPN_Hyd_Sakuma13834,2.991726882,7.825276812,26.5960566,29.91726882,17.25514723,29.91726882,29.91726882,17.99648924,29.91726882,24.13480112,17.55168403,6.223978063
USA_Hyd_Ocoee126354,52.57049775,52.57049775,52.57049775,30.80631168,20.50249412,19.45108417,18.87280869,9.357548599,22.81559602,16.08657231,37.3776239,52.57049775
USA_Hyd_Chickamauga22313,52.57049775,52.57049775,52.57049775,27.49437032,19.45108417,17.13798227,17.03284127,8.62156163,21.0807696,16.55970679,37.11477141,52.57049775
IRQ_Hyd_DarbandikhanDa13240,33.69270006,33.69270006,33.69270006,30.75132735,12.01144757,3.763474597,3.369270006,3.399593436,3.399593436,4.794471219,19.65295195,33.69270006
JPN_Hyd_ShinToyone13852,2.991726882,7.825276812,26.5960566,29.91726882,17.25514723,29.91726882,29.91726882,17.99648924,29.91726882,24.13480112,17.55168403,6.223978063
USA_Hyd_Whillock29275,49.20598589,52.57049775,52.57049775,44.05407711,49.88940236,32.01543313,12.93234245,7.202158191,19.87164815,35.32737449,52.57049775,52.57049775
JPN_Hyd_Okawachi13799,26.83579013,26.23744476,29.91726882,29.91726882,19.17696932,23.57480783,29.91726882,14.74921353,28.90008168,17.23234684,27.10504555,29.91726882
USA_Hyd_GastonShoals23722,52.57049775,52.57049775,52.57049775,28.86120326,28.17778679,23.86700598,16.50713629,29.54461973,36.27364345,41.58326372,38.69188634,52.57049775
USA_Hyd_HiwasseeDam24325,52.57049775,52.57049775,52.57049775,34.48624652,23.13101901,20.9756286,21.44876308,14.45688688,20.18707113,15.45572634,36.32621394,52.57049775
USA_Hyd_Apalachia21168,52.57049775,52.57049775,52.57049775,34.48624652,23.13101901,20.9756286,21.44876308,14.45688688,20.18707113,15.45572634,36.32621394,52.57049775
JPN_Hyd_OkuyahagiDaini13805,4.008914022,9.094849722,27.31446644,29.91726882,17.32209865,29.91726882,29.91726882,18.0401131,29.91726882,23.48505603,17.32209865,6.791220023
USA_Hyd_TimsFord28543,52.57049775,52.57049775,52.57049775,27.33665883,23.86700598,16.4019953,11.723221,6.30845973,16.2442838,15.82371982,35.48508598,52.57049775
USA_Hyd_DavisDam22812,52.57049775,52.57049775,52.57049775,18.226958,10.9404927,5.257049775,21.72446134,52.57049775,24.93050607,23.03602509,20.8500855,29.1080795
USA_Hyd_Tillery28539,52.57049775,52.57049775,52.57049775,33.17198408,29.12405575,35.74793847,40.63699476,33.64511856,50.99338281,46.47232001,39.00730933,52.57049775
PAK_Hyd_DaralKhwar15027,22.01090355,31.54719995,50.19907377,70.39358378,80,80,80,80,56.6500978,18.92563119,12.33436751,17.1025157
JPN_Hyd_Ikawa13668,2.991726882,7.825276812,26.5960566,29.91726882,17.25514723,29.91726882,29.91726882,17.99648924,29.91726882,24.13480112,17.55168403,6.223978063
USA_Hyd_TennesseeCreek28461,52.57049775,52.57049775,52.57049775,33.01427258,30.2280362,23.07844851,17.97911023,19.92421865,23.65672399,22.76302552,39.48044381,52.57049775
USA_Hyd_FranklinNC23583,52.57049775,52.57049775,52.57049775,33.01427258,30.2280362,23.07844851,17.97911023,19.92421865,23.65672399,22.76302552,39.48044381,52.57049775
CHN_Hyd_XiaoheSmall7464,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
CHN_Hyd_Anguoer4863,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_Thorpe28519,52.57049775,52.57049775,52.57049775,33.01427258,30.2280362,23.07844851,17.97911023,19.92421865,23.65672399,22.76302552,39.48044381,52.57049775
JPN_Hyd_YahagiNo_113928,4.008914022,9.094849722,27.31446644,29.91726882,17.32209865,29.91726882,29.91726882,18.0401131,29.91726882,23.48505603,17.32209865,6.791220023
JPN_Hyd_Okutataragi13804,26.83579013,26.23744476,29.91726882,29.91726882,19.17696932,23.57480783,29.91726882,14.74921353,28.90008168,17.23234684,27.10504555,29.91726882
USA_Hyd_BearCreekDam21430,52.57049775,52.57049775,52.57049775,33.01427258,30.2280362,23.07844851,17.97911023,19.92421865,23.65672399,22.76302552,39.48044381,52.57049775
USA_Hyd_Tuxedo28667,52.57049775,52.57049775,52.57049775,35.0119515,31.54229865,24.91841593,19.81907765,27.9149343,30.01775421,39.16502082,40.32157177,52.57049775
USA_Hyd_Tuckasegee28634,52.57049775,52.57049775,52.57049775,33.01427258,30.2280362,23.07844851,17.97911023,19.92421865,23.65672399,22.76302552,39.48044381,52.57049775
USA_Hyd_Dardanelle22794,49.20598589,52.57049775,52.57049775,44.05407711,49.88940236,32.01543313,12.93234245,7.202158191,19.87164815,35.32737449,52.57049775,52.57049775
USA_Hyd_CedarCliff22182,52.57049775,52.57049775,52.57049775,33.01427258,30.2280362,23.07844851,17.97911023,19.92421865,23.65672399,22.76302552,39.48044381,52.57049775
KOR_Hyd_Sancheong16796,3.834752841,10.08680538,14.8571576,19.91662208,15.61607728,37.26335745,37.26335745,37.26335745,37.26335745,7.846185394,7.195682817,3.726335745
JPN_Hyd_Matanogawa13737,26.83579013,26.23744476,29.91726882,29.91726882,19.17696932,23.57480783,29.91726882,14.74921353,28.90008168,17.23234684,27.10504555,29.91726882
USA_Hyd_QueensCreek27023,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
USA_Hyd_Nantahala26057,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
CHN_Hyd_ShanxiZezhouC7043,6.894171347,13.87216241,30.09127676,41.09261402,55.42578484,68.94171347,68.94171347,68.94171347,68.94171347,49.26503598,14.18648633,7.334224838
USA_Hyd_EufaulaDam23302,33.43483657,39.79586679,52.57049775,47.57630046,52.57049775,43.47580164,14.24660489,10.46152905,48.9431334,49.78426137,52.57049775,52.57049775
CHN_Hyd_Banduo4910,6.894171347,7.639487169,18.69500519,38.3837648,61.67488422,68.94171347,68.94171347,68.94171347,68.94171347,35.15406291,8.012145079,6.894171347
CHN_Hyd_QinghaiProvinc6869,6.894171347,7.639487169,18.69500519,38.3837648,61.67488422,68.94171347,68.94171347,68.94171347,68.94171347,35.15406291,8.012145079,6.894171347
CHN_Hyd_RundiExpansion6918,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
CHN_Hyd_XiaheAnshun7441,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
JPN_Hyd_HatanagiNo_213646,2.991726882,7.854930493,26.98155445,29.91726882,17.19583987,29.91726882,29.91726882,18.14475764,29.91726882,24.1644548,17.61099139,6.342592785
USA_Hyd_MountainIsland25936,52.57049775,52.57049775,52.57049775,30.4383182,25.6018324,24.39271095,22.50017304,27.80979331,40.89984725,45.00034607,39.6381553,52.57049775
USA_Hyd_TurnerShoals28657,52.57049775,52.57049775,52.57049775,35.0119515,31.54229865,24.91841593,19.81907765,27.9149343,30.01775421,39.16502082,40.32157177,52.57049775
USA_Hyd_RobertSKerr27295,35.80050897,43.21294915,52.57049775,47.05059548,52.57049775,37.58790589,15.61343783,7.833004164,36.11593195,40.11128978,52.57049775,52.57049775
JPN_Hyd_Uryu13921,6.671550948,8.227248926,23.93381506,29.91726882,14.3902063,18.4290376,29.91726882,29.91726882,29.91726882,23.00637973,26.08785841,17.71102314
USA_Hyd_EllisHydro23221,35.80050897,43.21294915,52.57049775,47.05059548,52.57049775,37.58790589,15.61343783,7.833004164,36.11593195,40.11128978,52.57049775,52.57049775
CHN_Hyd_ShanxiYangchen7037,6.894171347,13.87216241,30.09127676,41.09261402,55.42578484,68.94171347,68.94171347,68.94171347,68.94171347,49.26503598,14.18648633,7.334224838
CHN_Hyd_QianguangtanSm6837,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
KOR_Hyd_ChangnyeongHama16727,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
USA_Hyd_HighShoalsHyd24292,52.57049775,52.57049775,52.57049775,30.4383182,25.6018324,24.39271095,22.50017304,27.80979331,40.89984725,45.00034607,39.6381553,52.57049775
USA_Hyd_FallsHydro23385,52.57049775,52.57049775,52.57049775,33.17198408,29.12405575,35.74793847,40.63699476,33.64511856,50.99338281,46.47232001,39.00730933,52.57049775
KOR_Hyd_Samnangjin16794,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
CHN_Hyd_TongrenJiangsh7349,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
USA_Hyd_NarrowsNC26066,52.57049775,52.57049775,52.57049775,33.17198408,29.12405575,35.74793847,40.63699476,33.64511856,50.99338281,46.47232001,39.00730933,52.57049775
USA_Hyd_LakeLure25039,52.57049775,52.57049775,52.57049775,35.0119515,31.54229865,24.91841593,19.81907765,27.9149343,30.01775421,39.16502082,40.32157177,52.57049775
USA_Hyd_RioBravoHydro27235,52.57049775,52.57049775,52.57049775,30.54697855,16.14508173,7.088218786,7.335674058,5.257049775,8.919387798,10.75055681,25.30092679,52.57049775
USA_Hyd_CowansFord22653,52.57049775,52.57049775,52.57049775,30.4383182,25.6018324,24.39271095,22.50017304,27.80979331,40.89984725,45.00034607,39.6381553,52.57049775
USA_Hyd_KernCanyon24878,52.57049775,52.57049775,52.57049775,30.54697855,16.14508173,7.088218786,7.335674058,5.257049775,8.919387798,10.75055681,25.30092679,52.57049775
CHN_Hyd_LintaoCountyR6558,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_Santeetlah27621,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
USA_Hyd_Cheoah22286,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
USA_Hyd_FontanaDam23493,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
CHN_Hyd_ShanxiZezhouD7044,6.894171347,13.87216241,30.09127676,41.09261402,55.42578484,68.94171347,68.94171347,68.94171347,68.94171347,49.26503598,14.18648633,7.334224838
USA_Hyd_KernRiver124881,52.57049775,52.57049775,52.57049775,30.54697855,16.14508173,7.088218786,7.335674058,5.257049775,8.919387798,10.75055681,25.30092679,52.57049775
USA_Hyd_Ozark26530,49.20598589,52.57049775,52.57049775,44.05407711,49.88940236,32.01543313,12.93234245,7.202158191,19.87164815,35.32737449,52.57049775,52.57049775
CHN_Hyd_Baoquan4918,6.894171347,23.06680657,53.901792,37.28865699,35.65251491,68.94171347,68.94171347,68.94171347,68.94171347,57.67750451,26.21323365,9.411313016
USA_Hyd_LeeCreekWater25145,35.80050897,43.21294915,52.57049775,47.05059548,52.57049775,37.58790589,15.61343783,7.833004164,36.11593195,40.11128978,52.57049775,52.57049775
USA_Hyd_TuckertownHydr28635,52.57049775,52.57049775,52.57049775,33.17198408,29.12405575,35.74793847,40.63699476,33.64511856,50.99338281,46.47232001,39.00730933,52.57049775
CHN_Hyd_LianghekouSmal6494,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_Calderwood22025,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
CHN_Hyd_Qijiaping6844,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_GreersFerryLa24022,49.83683186,52.57049775,52.57049775,49.0482744,39.95357829,22.23732055,8.358709142,9.883253576,29.38690824,32.80399059,52.57049775,52.57049775
CHN_Hyd_GansuXinmintan5452,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
KOR_Hyd_Hapchon16761,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
USA_Hyd_Chilhowee22320,52.57049775,52.57049775,52.57049775,32.80399059,27.49437032,23.70929448,18.6625267,19.29337267,19.45108417,17.71625774,36.69420743,52.57049775
USA_Hyd_WebbersFalls29123,30.54345919,36.16850245,52.36021576,42.79238517,52.57049775,49.46883838,11.6706505,9.778112581,52.57049775,52.57049775,52.57049775,52.57049775
USA_Hyd_Borel21700,52.57049775,52.57049775,52.57049775,30.54697855,16.14508173,7.088218786,7.335674058,5.257049775,8.919387798,10.75055681,25.30092679,52.57049775
KOR_Hyd_HapcheonChangn16760,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
USA_Hyd_TenkillerFerry28460,30.54345919,36.16850245,52.36021576,42.79238517,52.57049775,49.46883838,11.6706505,9.778112581,52.57049775,52.57049775,52.57049775,52.57049775
JPN_Hyd_Yokoyama13937,26.83579013,26.23744476,29.91726882,29.91726882,19.17696932,23.57480783,29.91726882,14.74921353,28.90008168,17.23234684,27.10504555,29.91726882
USA_Hyd_HighRockHydro24289,52.57049775,52.57049775,52.57049775,39.95357829,33.75025955,31.64743964,28.0200753,25.7595439,42.63467367,42.89752616,35.85307946,52.57049775
USA_Hyd_LockvilleHydro25253,52.57049775,52.57049775,52.57049775,33.17198408,29.12405575,35.74793847,40.63699476,33.64511856,50.99338281,46.47232001,39.00730933,52.57049775
USA_Hyd_WattsBarHydro29099,52.57049775,52.57049775,52.57049775,29.07148525,20.81791711,20.39735313,17.13798227,9.147266608,14.87745086,14.77230987,35.74793847,52.57049775
USA_Hyd_IsabellaHydro24631,52.57049775,52.57049775,52.57049775,30.54697855,16.14508173,7.088218786,7.335674058,5.257049775,8.919387798,10.75055681,25.30092679,52.57049775
USA_Hyd_MetropolitanSe25684,52.57049775,52.57049775,52.57049775,36.27364345,30.96402317,33.27712507,25.49669141,19.29337267,20.55506462,14.56202788,29.07148525,52.57049775
USA_Hyd_JordanHydroele24765,52.57049775,52.57049775,52.57049775,33.17198408,29.12405575,35.74793847,40.63699476,33.64511856,50.99338281,46.47232001,39.00730933,52.57049775
CHN_Hyd_LintaoCountyA6557,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_Walters29005,52.57049775,52.57049775,52.57049775,36.27364345,30.96402317,33.27712507,25.49669141,19.29337267,20.55506462,14.56202788,29.07148525,52.57049775
CHN_Hyd_Yangqu7589,6.894171347,7.639487169,18.69500519,38.3837648,61.67488422,68.94171347,68.94171347,68.94171347,68.94171347,35.15406291,8.012145079,6.894171347
USA_Hyd_MarshallDam25517,52.57049775,52.57049775,52.57049775,36.27364345,30.96402317,33.27712507,25.49669141,19.29337267,20.55506462,14.56202788,29.07148525,52.57049775
JPN_Hyd_Kazunogawa13706,7.748572625,9.842781443,29.91726882,29.91726882,18.36920306,14.33037177,26.83579013,15.7364834,29.91726882,23.21580061,29.91726882,24.29282228
KOR_Hyd_Dalseong16735,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
JPN_Hyd_MazegawaDaiich13743,7.688738088,13.37301916,29.91726882,29.91726882,16.66391873,28.27181904,29.91726882,18.78804482,29.91726882,20.55316368,17.38193319,10.62063043
JPN_Hyd_MazegawaNo_213744,7.688738088,13.37301916,29.91726882,29.91726882,16.66391873,28.27181904,29.91726882,18.78804482,29.91726882,20.55316368,17.38193319,10.62063043
JPN_Hyd_Okumino13801,26.83579013,26.23744476,29.91726882,29.91726882,19.17696932,23.57480783,29.91726882,14.74921353,28.90008168,17.23234684,27.10504555,29.91726882
USA_Hyd_Bridgewater21774,52.57049775,52.57049775,52.57049775,44.57978209,32.01543313,33.01427258,20.50249412,24.76070444,36.01079096,38.53417485,44.10664761,52.57049775
USA_Hyd_WhiteRiverLoc29297,49.83683186,52.57049775,52.57049775,49.0482744,39.95357829,22.23732055,8.358709142,9.883253576,29.38690824,32.80399059,52.57049775,52.57049775
USA_Hyd_WhiteRiverLoc29296,49.83683186,52.57049775,52.57049775,49.0482744,39.95357829,22.23732055,8.358709142,9.883253576,29.38690824,32.80399059,52.57049775,52.57049775
USA_Hyd_LookoutShoals25288,52.57049775,52.57049775,52.57049775,41.32041123,30.2806067,29.38690824,20.76534661,22.60531403,38.63931584,35.69536797,37.4301944,52.57049775
USA_Hyd_IvyRiverHydro24638,52.57049775,52.57049775,52.57049775,36.27364345,30.96402317,33.27712507,25.49669141,19.29337267,20.55506462,14.56202788,29.07148525,52.57049775
USA_Hyd_Rhodhiss27204,52.57049775,52.57049775,52.57049775,41.32041123,30.2806067,29.38690824,20.76534661,22.60531403,38.63931584,35.69536797,37.4301944,52.57049775
USA_Hyd_KernRiver324882,52.57049775,52.57049775,52.57049775,30.54697855,16.14508173,7.088218786,7.335674058,5.257049775,8.919387798,10.75055681,25.30092679,52.57049775
IRN_Hyd_Latyan13172,44.48523095,44.48523095,44.48523095,18.94181134,6.730615443,4.448523095,4.448523095,4.448523095,4.448523095,5.889844578,23.94639982,44.48523095
USA_Hyd_FortLoudoun23531,52.57049775,52.57049775,52.57049775,30.54345919,23.02587801,18.13682172,17.92653973,7.780433666,12.19635548,12.35406697,31.80515114,52.57049775
USA_Hyd_NacimientoHydr26052,52.57049775,52.57049775,52.57049775,32.46347353,15.92997258,7.591751638,5.685872566,5.257049775,7.639398615,10.59351118,30.8911233,52.57049775
USA_Hyd_GreatFallsTN23968,52.57049775,52.57049775,52.57049775,25.07612743,25.23383892,20.39735313,13.24776543,7.780433666,16.61227729,15.50829684,36.79934842,52.57049775
IRN_Hyd_Kalan13160,44.48523095,44.48523095,44.48523095,18.94181134,6.730615443,4.448523095,4.448523095,4.448523095,4.448523095,5.889844578,23.94639982,44.48523095
CHN_Hyd_Sigouxia7240,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_OxfordDam26524,52.57049775,52.57049775,52.57049775,41.32041123,30.2806067,29.38690824,20.76534661,22.60531403,38.63931584,35.69536797,37.4301944,52.57049775
CHN_Hyd_Jishixia6418,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
KOR_Hyd_GangjeongGorye16743,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
USA_Hyd_WhiteRiverLoc29298,49.83683186,52.57049775,52.57049775,49.0482744,39.95357829,22.23732055,8.358709142,9.883253576,29.38690824,32.80399059,52.57049775,52.57049775
USA_Hyd_FortGibson23525,30.54345919,36.16850245,52.36021576,42.79238517,52.57049775,49.46883838,11.6706505,9.778112581,52.57049775,52.57049775,52.57049775,52.57049775
CHN_Hyd_Suzhi7265,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
SYR_Hyd_TaqbaAlThawr17871,44.5640729,44.5640729,44.5640729,44.52396524,29.08251398,6.622221233,4.45640729,4.45640729,4.616837953,13.36030906,33.73500319,44.5640729
CHN_Hyd_HuangfengDam6068,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
CHN_Hyd_Gongboxia5478,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
SYR_Hyd_BaathHydroelec17863,44.5640729,44.5640729,44.5640729,44.52396524,29.08251398,6.622221233,4.45640729,4.45640729,4.616837953,13.36030906,33.73500319,44.5640729
USA_Hyd_MeltonHill25639,52.57049775,52.57049775,52.57049775,30.54345919,23.02587801,18.13682172,17.92653973,7.780433666,12.19635548,12.35406697,31.80515114,52.57049775
JPN_Hyd_Nagano13766,26.83579013,26.23744476,29.91726882,29.91726882,19.17696932,23.57480783,29.91726882,14.74921353,28.90008168,17.23234684,27.10504555,29.91726882
CHN_Hyd_QinghaiGolmud6860,6.894171347,7.639487169,18.69500519,38.3837648,61.67488422,68.94171347,68.94171347,68.94171347,68.94171347,35.15406291,8.012145079,6.894171347
CHN_Hyd_Liujiaxia6565,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
AFG_Hyd_PuleKhumriHy6,10.35670428,40.66038171,62.29744322,62.29744322,62.29744322,62.29744322,14.12992482,7.114092885,6.229744322,12.59705398,13.06870654,12.71496712
USA_Hyd_HawRiverHydro24189,52.57049775,52.57049775,52.57049775,39.95357829,33.75025955,31.64743964,28.0200753,25.7595439,42.63467367,42.89752616,35.85307946,52.57049775
IRQ_Hyd_DokanDam13241,33.69270006,33.69270006,33.69270006,30.75132735,12.01144757,3.763474597,3.369270006,3.399593436,3.399593436,4.794471219,19.65295195,33.69270006
IRN_Hyd_AmirKabir13131,44.48523095,44.48523095,44.48523095,17.7006734,6.330248364,4.448523095,4.448523095,4.448523095,4.448523095,6.730615443,25.74805167,44.48523095
USA_Hyd_RockyMountMil27338,52.57049775,52.57049775,52.57049775,35.0119515,26.91609485,23.60415349,26.81095385,36.58906643,49.62654987,35.48508598,35.16966299,52.57049775
USA_Hyd_DouglasDam22997,52.57049775,52.57049775,52.57049775,31.22687566,26.65324236,22.02703856,16.55970679,10.67181104,9.830683079,10.14610607,30.01775421,52.57049775
KOR_Hyd_Muju16781,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
KOR_Hyd_Chilgok16730,3.726335745,10.46999632,17.3949381,16.74232579,11.88398967,37.26335745,37.26335745,37.26335745,37.26335745,7.787034589,7.351959713,4.197666861
USA_Hyd_HooverDamAZ24372,52.57049775,52.57049775,52.57049775,27.65208181,32.96170209,9.988394572,32.7514201,36.90448942,25.81211439,29.49204924,29.54461973,52.57049775
USA_Hyd_HooverDamNV24373,52.57049775,52.57049775,52.57049775,27.65208181,32.96170209,9.988394572,32.7514201,36.90448942,25.81211439,29.49204924,29.54461973,52.57049775
JPN_Hyd_Kannagawa13696,7.748572625,9.842781443,29.91726882,29.91726882,18.36920306,14.33037177,26.83579013,15.7364834,29.91726882,23.21580061,29.91726882,24.29282228
CHN_Hyd_RenewableEnerg6898,6.894171347,7.950035428,20.74462369,38.88064201,56.95455068,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
USA_Hyd_TulareSuccess28638,52.57049775,52.57049775,52.57049775,23.20846898,10.22233594,7.07128895,5.495765456,5.257049775,5.686738,5.925453681,17.19283382,52.57049775
CHN_Hyd_Kangyang6450,6.894171347,7.639487169,18.88133414,38.94275166,61.178007,68.94171347,68.94171347,68.94171347,68.94171347,35.34039186,8.012145079,6.894171347
CHN_Hyd_Nina6709,6.894171347,7.639487169,18.69500519,38.3837648,61.67488422,68.94171347,68.94171347,68.94171347,68.94171347,35.15406291,8.012145079,6.894171347
CHN_Hyd_Yanguoxia7595,6.894171347,7.950035428,20.74462369,38.88064201,56.89244103,68.94171347,68.94171347,68.94171347,68.94171347,35.71304977,8.446912642,6.894171347
