NAME,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
BRA_Hyd_Embaba1788,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SantaCeclia2837,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Mestre2326,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Cambar1444,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Itapebi2089,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
MWI_Hyd_Kapichira14094,80,80,80,47.03548974,38.14570568,37.5076829,37.46514805,37.5076829,37.63528746,38.86879816,48.26900044,80
BRA_Hyd_PoxoroJos2642,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
ZMB_Hyd_KafueGorge29898,80,80,80,57.59200679,52.9191204,52.67317901,52.67317901,52.67317901,52.70050583,53.41100318,61.47241537,80
ZMB_Hyd_ItezhiTezhi29897,80,80,80,57.26408494,52.9191204,52.67317901,52.67317901,52.67317901,52.70050583,53.38367636,61.66370312,80
BRA_Hyd_SoTadeuI3065,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
MOZ_Hyd_CahoraBassa14484,80,80,80,64.5,60.32,60.02,60,60.02,60.08,60.66,65.08,80
MWI_Hyd_Nkula14096,80,80,80,47.03548974,38.14570568,37.5076829,37.46514805,37.5076829,37.63528746,38.86879816,48.26900044,80
MWI_Hyd_TedzaniFalls14097,80,80,80,47.03548974,38.14570568,37.5076829,37.46514805,37.5076829,37.63528746,38.86879816,48.26900044,80
BRA_Hyd_MachadoMineiro2258,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_CachoeiradoLa1412,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BRA_Hyd_Pandeiros2492,80,80,72.3339288,34.8008442,23.39373025,20.08198749,19.28471608,19.22338751,21.73785887,31.55043001,80,80
BRA_Hyd_Figueirpolis1887,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Primavera2652,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_CascaII1504,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_CascaIII1505,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Salto2791,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Indiava2056,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Jauru2140,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Guapor1988,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Ombreiras2450,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_RioSuspiro2729,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_AntnioBrenna1138,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Manso2276,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SaltoBelo2797,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Noidore2401,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Pampeana2491,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_GraaBrennand1982,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_JubaII2159,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_JubaI2158,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
AGO_Hyd_Matala58,80,80,80,80,29.13529419,28.41307727,28.41307727,28.41307727,29.03212034,32.64320493,57.301754,79.17460924
BRA_Hyd_MambaII2265,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BRA_Hyd_Culuene1703,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Anag1129,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_RiodoSapo2740,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_AltoParaguai1112,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SaltoCorgo2799,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_MAX01NovaLa2237,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SantanaI2901,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SantaEdwigesI2854,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_SantaEdwigesI2853,80,80,80,46.4996383,23.92198105,19.58951168,19.22338751,19.4064496,21.35911185,38.13980305,79.63387583,80
BRA_Hyd_DiamanteAntig1741,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Maracan2282,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_RiachoAntig2706,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Funil1924,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_Pratudo2647,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Girassol1961,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_NovoColorado2430,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Pedra2544,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_ParanatingaII2501,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SerradaMesa2930,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Esperana1815,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
PER_Hyd_SanGabanII15135,80,80,80,37.82729495,17.21708587,13.5439793,13.68002028,13.47595881,13.33991782,19.73384407,33.88210641,80
BRA_Hyd_RioPrata2727,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_NovaMutum2427,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_MirandaEstnc2340,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SantaLciaII2877,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SantaLcia2876,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SoDomingosI3022,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_SoDomingos3017,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_CanaBrava1463,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_GalheirosI1940,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_GargantadaJar1946,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Cidezal1588,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Inx2065,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Divisa1747,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_PresidenteGoul2650,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Sapezal2914,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Segredo2918,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_IlhaComprida2047,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
PER_Hyd_MacchuPicchu15124,80,80,80,37.82729495,17.21708587,13.5439793,13.68002028,13.47595881,13.33991782,19.73384407,33.88210641,80
BRA_Hyd_CastamanIII1510,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_ARS1054,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_CastamanIAnt1509,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Parecis2506,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_CabixiII1397,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Sacre22784,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
ZMB_Hyd_Lusiwasi29903,80,80,80,57.64666043,53.00110086,52.67317901,52.67317901,52.67317901,52.67317901,52.7824863,58.24785049,80
BRA_Hyd_Cabixi1396,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Rondon2749,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Telegrfica3104,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
PER_Hyd_ElPlatanal15117,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
BRA_Hyd_Martinuv2310,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SoSalvador3058,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_CanoaQuebrada1471,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_CascataChuping1507,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_CrregoSanta1706,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_PedradoCavalo2548,80,80,73.68315733,35.29147275,21.73785887,20.57261604,19.89800178,19.22338751,19.83667321,30.01721577,80,80
BRA_Hyd_Chupinguaia1579,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Bocaiva1308,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Sobrado2985,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Cachoeira1402,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
AGO_Hyd_Biopiohydro49,80,80,80,76.54367618,29.3932288,28.41307727,28.41307727,28.41307727,29.23846803,31.61146648,58.69460091,80
BRA_Hyd_Taguatinga3081,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
PER_Hyd_AntunezdeMayo15112,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
BRA_Hyd_RiegerAgropecu2716,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_AltoFmeasI1109,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_StioGrande3070,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
PER_Hyd_Restitucion15134,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
BRA_Hyd_SantaLuziaD2873,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_CesarFilho1570,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_PeixeAngical2558,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_SantaCruz2848,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_LagoaGrande2191,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_RondonII2750,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Saldanha2786,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_RiachoPreto2705,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_AltaFloresta1102,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_MonteBelo2352,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_ngeloCassol3384,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Buritirana1346,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_RioBranco2718,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Primavera2653,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
PER_Hyd_Matucana15127,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
BRA_Hyd_BoaSorte1302,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_PortoFranco2626,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
PER_Hyd_Huinco15120,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
PER_Hyd_Huanchor15119,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
BRA_Hyd_DiacalII1739,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Doido1750,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Areia1162,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_guaLimpa3381,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_AgroTrafo1074,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_Espigo1816,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Dianpolis1743,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
PER_Hyd_Chimay15116,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
BRA_Hyd_Juna2173,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
COD_Hyd_MSha8459,66.07788916,66.07788916,66.07788916,18.62074916,7.083549717,6.607788916,6.607788916,6.607788916,6.726729116,8.213481622,25.87610139,66.07788916
COD_Hyd_Mwadingusha8461,66.07788916,66.07788916,66.07788916,18.62074916,7.083549717,6.607788916,6.607788916,6.607788916,6.726729116,8.213481622,25.87610139,66.07788916
PER_Hyd_Yuncn15140,69.6725674,77.14989685,80,80,80,74.19920182,68.06309739,59.44572668,59.91515543,77.41814185,80,74.93687558
COD_Hyd_Koni8458,66.07788916,66.07788916,66.07788916,18.62074916,7.083549717,6.607788916,6.607788916,6.607788916,6.726729116,8.213481622,25.87610139,66.07788916
BRA_Hyd_IsamuIkeda2078,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
COD_Hyd_Nzilo8463,66.07788916,66.07788916,66.07788916,24.74616949,7.321430118,6.607788916,6.607788916,6.607788916,6.786199216,12.07903814,40.38680585,66.07788916
BRA_Hyd_CabeadeBoi1395,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_SaltoApiacs2795,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_DaFazenda1712,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
COD_Hyd_Nseke8462,66.07788916,66.07788916,66.07788916,24.74616949,7.321430118,6.607788916,6.607788916,6.607788916,6.786199216,12.07903814,40.38680585,66.07788916
BRA_Hyd_SantaCruzdeM2850,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Faxinall1864,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Dardanelos1724,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_FaxinalII1862,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Jamari2131,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Cana1468,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Lageado2188,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
BRA_Hyd_BraoNorte1328,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
AGO_Hyd_Capanda51,80,80,80,64.42074934,30.16703264,28.41307727,28.41307727,28.51625112,29.44481572,36.25428952,65.14296625,80
BRA_Hyd_BraoNorteII1329,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_LusEduardoM2229,80,80,80,43.32656214,23.00667062,19.52849099,19.22338751,19.3454289,20.38278072,34.8446855,69.07729555,80
AGO_Hyd_Cambambe50,80,80,80,67.20644316,30.27020649,28.41307727,28.41307727,28.51625112,29.44481572,36.71857183,66.53581317,80
BRA_Hyd_BraoNorteIV1331,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_BraoNorteII1330,80,80,80,49.06029304,26.14652986,20.50998919,19.22338751,19.65225474,23.20572603,33.74360642,60.57844137,80
BRA_Hyd_Xing3364,80,80,80,40.92932054,23.13656981,20.26282656,19.65139183,19.22338751,20.26282656,29.98463882,75.16966561,80
